Date,Query,Source,Neutral Sentiment,Negative Sentiment,Positive Sentiment,Total Mentions,Day Mentions,Hour Mentions,Gender_Male,Gender_Female
2018-05-15,"(""planned parenthood"") AND (province:mi)",news,100,0,0,9,9,0,0,0
2018-05-16,"(""planned parenthood"") AND (province:mi)",twitter,79.2,17.6,3.2,250,250,10,50,50
2018-05-16,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-16,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-16,"(""planned parenthood"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-17,"(""planned parenthood"") AND (province:mi)",twitter,87.67,10.5,1.83,219,219,9,63.41,36.59
2018-05-17,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-17,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-17,"(""planned parenthood"") AND (province:mi)",news,100,0,0,5,5,0,0,0
2018-05-18,"(""planned parenthood"") AND (province:mi)",twitter,79.08,18.24,2.68,1491,1491,62,50.38,49.62
2018-05-18,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-18,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,1,1,0,0,0
2018-05-18,"(""planned parenthood"") AND (province:mi)",news,100,0,0,18,18,1,0,0
2018-05-19,"(""planned parenthood"") AND (province:mi)",twitter,78.18,20.93,0.89,559,559,23,50.3,49.7
2018-05-19,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-19,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-19,"(""planned parenthood"") AND (province:mi)",news,100,0,0,2,2,0,0,0
2018-05-20,"(""planned parenthood"") AND (province:mi)",twitter,64.47,18.05,17.48,349,349,15,50.48,49.52
2018-05-20,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-20,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-20,"(""planned parenthood"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-21,"(""planned parenthood"") AND (province:mi)",twitter,84.84,10.86,4.3,442,442,18,62.72,37.28
2018-05-21,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-21,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,1,1,0,0,0
2018-05-21,"(""planned parenthood"") AND (province:mi)",news,100,0,0,3,3,0,0,0
2018-05-22,"(""planned parenthood"") AND (province:mi)",twitter,71.39,27.13,1.48,741,741,31,61.67,38.33
2018-05-22,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-22,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-22,"(""planned parenthood"") AND (province:mi)",news,100,0,0,8,8,0,0,0
2018-05-23,"(""planned parenthood"") AND (province:mi)",twitter,79.72,17.95,2.33,557,557,23,54.85,45.15
2018-05-23,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-23,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,1,1,0,0,0
2018-05-23,"(""planned parenthood"") AND (province:mi)",news,100,0,0,4,4,0,0,0
2018-05-24,"(""planned parenthood"") AND (province:mi)",twitter,78.95,17.41,3.64,247,247,10,54.19,45.81
2018-05-24,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-24,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-24,"(""planned parenthood"") AND (province:mi)",news,100,0,0,1,1,0,0,0
2018-04-28,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-04-28,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-04-28,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-04-28,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-04-29,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-04-29,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-04-29,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-04-29,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-04-30,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-04-30,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-04-30,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-04-30,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-01,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-01,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-01,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-01,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-02,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-02,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-02,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-02,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-03,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-03,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-03,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-03,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-04,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-04,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-04,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-04,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-05,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-05,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-05,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-05,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-06,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-06,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-06,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-06,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-07,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-07,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-07,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-07,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-08,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-08,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-08,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-08,"(""progress michigan"") AND (province:mi)",news,100,0,0,1,1,0,0,0
2018-05-09,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,3,3,0,50,50
2018-05-09,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-09,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-09,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-10,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-10,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-10,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-10,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-11,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,1,1,0,100,0
2018-05-11,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
