Date,Query,Source,Neutral Sentiment,Negative Sentiment,Positive Sentiment,Total Mentions,Day Mentions,Hour Mentions,Gender_Male,Gender_Female
2018-05-11,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",forum,100,0,0,1,1,0,0,0
2018-05-11,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",news,100,0,0,15,15,1,0,0
2018-05-11,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",twitter,63.49,33.64,2.87,2084,2084,87,54.15,45.85
2018-05-11,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",news,100,0,0,8,8,0,0,0
2018-05-11,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",twitter,75,25,0,20,20,1,84.62,15.38
2018-05-11,"(""unemployment"" OR ""poverty"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"(""unemployment"" OR ""poverty"") AND (province:mi)",forum,100,0,0,2,2,0,0,0
2018-05-11,"(""unemployment"" OR ""poverty"") AND (province:mi)",news,100,0,0,31,31,1,0,0
2018-05-11,"(""unemployment"" OR ""poverty"") AND (province:mi)",twitter,73.24,21.63,5.13,625,625,26,57.71,42.29
2018-05-11,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-11,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",twitter,74.41,23.26,2.33,43,43,2,23.81,76.19
2018-05-11,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",forum,100,0,0,2,2,0,100,0
2018-05-11,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",news,100,0,0,25,25,1,0,0
2018-05-11,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",twitter,58.62,34.48,6.9,59,59,2,58.06,41.94
2018-05-11,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",forum,100,0,0,3,3,0,0,0
2018-05-11,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",news,100,0,0,23,23,1,0,0
2018-05-11,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",twitter,74.75,18.18,7.07,198,198,8,51.79,48.21
2018-05-11,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",news,100,0,0,16,16,1,0,0
2018-05-11,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",twitter,81.7,14.04,4.26,235,235,10,54.03,45.97
2018-05-11,"((""gun"" AND (""violence"" OR ""crime"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings""))) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""gun"" AND (""violence"" OR ""crime"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings""))) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""gun"" AND (""violence"" OR ""crime"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings""))) AND (province:mi)",news,100,0,0,67,67,3,0,0
2018-05-11,"((""gun"" AND (""violence"" OR ""crime"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings""))) AND (province:mi)",twitter,68.88,27.58,3.54,678,678,28,60.48,39.52
2018-05-11,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization"")) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization"")) AND (province:mi)",news,100,0,0,9,9,0,0,0
2018-05-11,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization"")) AND (province:mi)",twitter,91.23,8.77,0,114,114,5,56.52,43.48
2018-05-11,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter""))) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter""))) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter""))) AND (province:mi)",news,100,0,0,29,29,1,0,0
2018-05-11,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter""))) AND (province:mi)",twitter,81.25,7.81,10.94,64,64,3,48.48,51.52
2018-05-11,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-11,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction"")) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-11,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction"")) AND (province:mi)",news,100,0,0,54,54,2,0,0
2018-05-11,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction"")) AND (province:mi)",twitter,87.5,12.5,0,32,32,1,70,30
2018-05-12,"""bill schuette"" AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"""bill schuette"" AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"""bill schuette"" AND (province:mi)",news,100,0,0,3,3,0,0,0
2018-05-12,"""bill schuette"" AND (province:mi)",twitter,73.53,17.65,8.82,34,34,1,60,40
2018-05-12,"""brian calley"" AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"""brian calley"" AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"""brian calley"" AND (province:mi)",news,100,0,0,3,3,0,0,0
2018-05-12,"""brian calley"" AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-12,"""gretchen whitmer"" AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"""gretchen whitmer"" AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"""gretchen whitmer"" AND (province:mi)",news,100,0,0,1,1,0,0,0
2018-05-12,"""gretchen whitmer"" AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-12,"""shri thanedar"" AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"""shri thanedar"" AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"""shri thanedar"" AND (province:mi)",news,100,0,0,1,1,0,0,0
2018-05-12,"""shri thanedar"" AND (province:mi)",twitter,77.78,11.11,11.11,9,9,0,66.67,33.33
2018-05-12,"""trump"" AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"""trump"" AND (province:mi)",forum,100,0,0,30,30,1,100,0
2018-05-12,"""trump"" AND (province:mi)",news,100,0,0,83,83,3,0,0
2018-05-12,"""trump"" AND (province:mi)",twitter,70.83,22.65,6.52,16964,16964,707,54.89,45.11
2018-05-12,"(""abdul el-sayed"" OR ""abdul el sayed"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""abdul el-sayed"" OR ""abdul el sayed"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""abdul el-sayed"" OR ""abdul el sayed"") AND (province:mi)",news,100,0,0,2,2,0,0,0
2018-05-12,"(""abdul el-sayed"" OR ""abdul el sayed"") AND (province:mi)",twitter,75,25,0,8,8,0,66.67,33.33
2018-05-12,"(""bill cobbs"" OR ""william cobbs"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""bill cobbs"" OR ""william cobbs"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""bill cobbs"" OR ""william cobbs"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-12,"(""bill cobbs"" OR ""william cobbs"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-12,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women's"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance""))) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women's"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance""))) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women's"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance""))) AND (province:mi)",news,100,0,0,20,20,1,0,0
2018-05-12,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women's"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance""))) AND (province:mi)",twitter,80.67,13.33,6,150,150,6,47.95,52.05
2018-05-12,"(""democrats"" OR ""democrat"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""democrats"" OR ""democrat"") AND (province:mi)",forum,100,0,0,28,28,1,0,0
2018-05-12,"(""democrats"" OR ""democrat"") AND (province:mi)",news,100,0,0,31,31,1,0,0
2018-05-12,"(""democrats"" OR ""democrat"") AND (province:mi)",twitter,66.53,28.85,4.62,2349,2349,98,50.69,49.31
2018-05-12,"(""devos"" OR ""vos"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""devos"" OR ""vos"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""devos"" OR ""vos"") AND (province:mi)",news,100,0,0,2,2,0,0,0
2018-05-12,"(""devos"" OR ""vos"") AND (province:mi)",twitter,74.14,20.69,5.17,59,59,2,68,32
2018-05-12,"(""elderly"" OR ""retirement"" OR ""pensions"" OR ""pension"" OR ""pension plan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""elderly"" OR ""retirement"" OR ""pensions"" OR ""pension"" OR ""pension plan"") AND (province:mi)",forum,100,0,0,2,2,0,0,0
2018-05-12,"(""elderly"" OR ""retirement"" OR ""pensions"" OR ""pension"" OR ""pension plan"") AND (province:mi)",news,100,0,0,26,26,1,0,0
2018-05-12,"(""elderly"" OR ""retirement"" OR ""pensions"" OR ""pension"" OR ""pension plan"") AND (province:mi)",twitter,75,23.32,1.68,476,476,20,44.07,55.93
2018-05-12,"(""environmental"" OR ""global warming"" OR ""pollution"" OR ""environmental issues"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""environmental"" OR ""global warming"" OR ""pollution"" OR ""environmental issues"") AND (province:mi)",forum,100,0,0,3,3,0,0,0
2018-05-12,"(""environmental"" OR ""global warming"" OR ""pollution"" OR ""environmental issues"") AND (province:mi)",news,100,0,0,16,16,1,0,0
2018-05-12,"(""environmental"" OR ""global warming"" OR ""pollution"" OR ""environmental issues"") AND (province:mi)",twitter,81.88,10.87,7.25,138,138,6,53.33,46.67
2018-05-12,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"") AND (province:mi)",news,100,0,0,42,42,2,0,0
2018-05-12,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"") AND (province:mi)",twitter,72.41,20.92,6.67,1440,1440,60,47.44,52.56
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"") AND (province:mi)",forum,100,0,0,12,12,1,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"") AND (province:mi)",news,100,0,0,8,8,0,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"") AND (province:mi)",twitter,95.84,2.08,2.08,145,145,6,32.61,67.39
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"") AND (province:mi)",news,100,0,0,19,19,1,0,0
2018-05-12,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"") AND (province:mi)",twitter,86.96,11.59,1.45,69,69,3,57.14,42.86
2018-05-12,"(""lcv"" OR ""league of conservation voters"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""lcv"" OR ""league of conservation voters"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""lcv"" OR ""league of conservation voters"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-12,"(""lcv"" OR ""league of conservation voters"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-12,"(""obamacare"" OR ""healthcare"" OR ""health care"" OR ""health insurance"" OR ""medicare"" OR ""medicaid"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""obamacare"" OR ""healthcare"" OR ""health care"" OR ""health insurance"" OR ""medicare"" OR ""medicaid"") AND (province:mi)",forum,100,0,0,1,1,0,100,0
2018-05-12,"(""obamacare"" OR ""healthcare"" OR ""health care"" OR ""health insurance"" OR ""medicare"" OR ""medicaid"") AND (province:mi)",news,100,0,0,25,25,1,0,0
2018-05-12,"(""obamacare"" OR ""healthcare"" OR ""health care"" OR ""health insurance"" OR ""medicare"" OR ""medicaid"") AND (province:mi)",twitter,80.68,14.94,4.38,1392,1392,58,53.26,46.74
2018-05-12,"(""opioid"" OR ""opioids"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""opioid"" OR ""opioids"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""opioid"" OR ""opioids"") AND (province:mi)",news,100,0,0,8,8,0,0,0
2018-05-12,"(""opioid"" OR ""opioids"") AND (province:mi)",twitter,73.07,23.85,3.08,130,130,5,51.39,48.61
2018-05-12,"(""planned parenthood"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""planned parenthood"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""planned parenthood"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-12,"(""planned parenthood"") AND (province:mi)",twitter,85.71,12.93,1.36,147,147,6,50,50
2018-05-12,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"") AND (province:mi)",news,100,0,0,9,9,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"") AND (province:mi)",twitter,81.08,10.81,8.11,37,37,2,36.36,63.64
2018-05-12,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"") AND (province:mi)",news,100,0,0,10,10,0,0,0
2018-05-12,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"") AND (province:mi)",twitter,86.78,12.78,0.44,227,227,9,47.9,52.1
2018-05-12,"(""progress michigan"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""progress michigan"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""progress michigan"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-12,"(""progress michigan"") AND (province:mi)",twitter,100,0,0,0,0,0,0,0
2018-05-12,"(""republicans"" OR ""republican"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""republicans"" OR ""republican"") AND (province:mi)",forum,100,0,0,10,10,0,0,0
2018-05-12,"(""republicans"" OR ""republican"") AND (province:mi)",news,100,0,0,49,49,2,0,0
2018-05-12,"(""republicans"" OR ""republican"") AND (province:mi)",twitter,68.04,27.1,4.86,2264,2264,94,48.88,51.12
2018-05-12,"(""rick snyder"" OR ""governor snyder"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""rick snyder"" OR ""governor snyder"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""rick snyder"" OR ""governor snyder"") AND (province:mi)",news,100,0,0,6,6,0,0,0
2018-05-12,"(""rick snyder"" OR ""governor snyder"") AND (province:mi)",twitter,92.31,7.69,0,13,13,1,55.56,44.44
2018-05-12,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder"")) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder"")) AND (province:mi)",news,100,0,0,3,3,0,0,0
2018-05-12,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder"")) AND (province:mi)",twitter,85.5,11.45,3.05,131,131,5,46.15,53.85
2018-05-12,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",forum,100,0,0,2,2,0,0,0
2018-05-12,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",news,100,0,0,9,9,0,0,0
2018-05-12,"(""second amendment"" OR ""2nd amendment"" OR (""gun"" AND ""rights"") OR ""nra"" OR (""gun"" AND ""ownership"") OR (""gun"" AND ""lobby"")) AND (province:mi)",twitter,67.12,29.66,3.22,1563,1563,65,54.61,45.39
2018-05-12,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",news,100,0,0,4,4,0,0,0
2018-05-12,"(""senator colbeck"" OR ""patrick colbeck"") AND (province:mi)",twitter,86.66,6.67,6.67,90,90,4,48.15,51.85
2018-05-12,"(""unemployment"" OR ""poverty"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"(""unemployment"" OR ""poverty"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"(""unemployment"" OR ""poverty"") AND (province:mi)",news,100,0,0,16,16,1,0,0
2018-05-12,"(""unemployment"" OR ""poverty"") AND (province:mi)",twitter,60.92,30.46,8.62,348,348,15,56.86,43.14
2018-05-12,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",news,100,0,0,0,0,0,0,0
2018-05-12,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"") AND (province:mi)",twitter,76.32,21.05,2.63,38,38,2,42.86,57.14
2018-05-12,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",forum,100,0,0,3,3,0,0,0
2018-05-12,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",news,100,0,0,10,10,0,0,0
2018-05-12,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR (""detroit"" AND ""incinerator"")) AND (province:mi)",twitter,82.26,11.29,6.45,63,63,3,36,64
2018-05-12,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",forum,100,0,0,3,3,0,0,0
2018-05-12,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",news,100,0,0,17,17,1,0,0
2018-05-12,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"") AND (province:mi)",twitter,73.49,19.07,7.44,215,215,9,49.49,50.51
2018-05-12,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",blog,100,0,0,0,0,0,0,0
2018-05-12,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",forum,100,0,0,0,0,0,0,0
2018-05-12,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning""))) AND (province:mi)",news,100,0,0,3,3,0,0,0
