Campaign,Start,End,Reach
Planned Parenthood,2018-05-13,2018-08-08,2488761
Planned Parenthood,2018-05-13,2018-08-09,2488761
Planned Parenthood,2018-05-13,2018-08-10,2488761
Planned Parenthood,2018-05-13,2018-08-11,2488761
Planned Parenthood,2018-05-13,2018-08-19,2490244
Planned Parenthood,2018-05-13,2018-08-20,2501389
Planned Parenthood,2018-05-13,2018-08-21,2512525
Planned Parenthood,2018-05-13,2018-08-22,2522135
Planned Parenthood,2018-05-13,2018-08-23,2526094
Planned Parenthood,2018-05-13,2018-08-24,2532632
Planned Parenthood,2018-05-13,2018-08-25,2539168
Planned Parenthood,2018-05-13,2018-08-26,2543146
Planned Parenthood,2018-05-13,2018-08-27,2546610
Planned Parenthood,2018-05-13,2018-08-28,2554686
Planned Parenthood,2018-05-13,2018-08-29,2558187
Planned Parenthood,2018-05-13,2018-08-30,2558187
Planned Parenthood,2018-05-14,2018-05-14,834176
Planned Parenthood,2018-05-14,2018-05-15,1132800
Planned Parenthood,2018-05-14,2018-05-16,1667329
Planned Parenthood,2018-05-14,2018-05-17,1885257
Planned Parenthood,2018-05-14,2018-05-18,1968627
Planned Parenthood,2018-05-14,2018-05-19,2057995
Planned Parenthood,2018-05-14,2018-05-20,2130308
Planned Parenthood,2018-05-14,2018-05-21,2159260
Planned Parenthood,2018-05-14,2018-05-22,2177835
Planned Parenthood,2018-05-14,2018-05-23,2190770
Planned Parenthood,2018-05-14,2018-05-24,2201746
Planned Parenthood,2018-05-14,2018-05-25,2213861
Planned Parenthood,2018-05-14,2018-05-26,2229586
Planned Parenthood,2018-05-14,2018-05-27,2230091
Planned Parenthood,2018-05-14,2018-05-28,2230091
Planned Parenthood,2018-05-14,2018-05-29,2230091
Planned Parenthood,2018-05-14,2018-05-30,2230091
Planned Parenthood,2018-05-14,2018-05-31,2230091
Planned Parenthood,2018-05-14,2018-08-03,2240350
Planned Parenthood,2018-05-14,2018-08-04,2387406
Planned Parenthood,2018-05-14,2018-08-05,2464952
Planned Parenthood,2018-05-14,2018-08-06,2473058
Planned Parenthood,2018-05-14,2018-08-06,2473058
Planned Parenthood,2018-05-14,2018-08-07,2474043
Planned Parenthood,2018-05-14,2018-08-08,2475048
Planned Parenthood,2018-05-14,2018-08-09,2475048
Planned Parenthood,2018-05-14,2018-08-10,2475048
Planned Parenthood,2018-05-14,2018-08-11,2475048
Planned Parenthood,2018-05-14,2018-08-19,2476519
Planned Parenthood,2018-05-14,2018-08-20,2487637
Planned Parenthood,2018-05-14,2018-08-21,2498745
Planned Parenthood,2018-05-14,2018-08-22,2508331
Planned Parenthood,2018-05-14,2018-08-23,2512263
Planned Parenthood,2018-05-14,2018-08-24,2518779
Planned Parenthood,2018-05-14,2018-08-25,2525293
Planned Parenthood,2018-05-14,2018-08-26,2529250
Planned Parenthood,2018-05-14,2018-08-27,2532694
Planned Parenthood,2018-05-14,2018-08-28,2540749
Planned Parenthood,2018-05-14,2018-08-29,2544236
Planned Parenthood,2018-05-14,2018-08-30,2544236
Planned Parenthood,2018-05-15,2018-05-15,506880
Planned Parenthood,2018-05-15,2018-05-16,1315585
Planned Parenthood,2018-05-15,2018-05-17,1666390
Planned Parenthood,2018-05-15,2018-05-18,1791860
Planned Parenthood,2018-05-15,2018-05-19,1914220
Planned Parenthood,2018-05-15,2018-05-20,2023591
Planned Parenthood,2018-05-15,2018-05-21,2100493
Planned Parenthood,2018-05-15,2018-05-22,2144530
Planned Parenthood,2018-05-15,2018-05-23,2162502
Planned Parenthood,2018-05-15,2018-05-24,2175972
Planned Parenthood,2018-05-15,2018-05-25,2190096
Planned Parenthood,2018-05-15,2018-05-26,2206808
Planned Parenthood,2018-05-15,2018-05-27,2207311
Planned Parenthood,2018-05-15,2018-05-28,2207311
Planned Parenthood,2018-05-15,2018-05-29,2207311
Planned Parenthood,2018-05-15,2018-05-30,2207311
Planned Parenthood,2018-05-15,2018-05-31,2207311
Planned Parenthood,2018-05-15,2018-08-03,2217570
Planned Parenthood,2018-05-15,2018-08-04,2365111
Planned Parenthood,2018-05-15,2018-08-05,2442575
Planned Parenthood,2018-05-15,2018-08-06,2450661
Planned Parenthood,2018-05-15,2018-08-06,2450661
Planned Parenthood,2018-05-15,2018-08-07,2451638
Planned Parenthood,2018-05-15,2018-08-08,2452639
Planned Parenthood,2018-05-15,2018-08-09,2452639
Planned Parenthood,2018-05-15,2018-08-10,2452639
Planned Parenthood,2018-05-15,2018-08-11,2452639
Planned Parenthood,2018-05-15,2018-08-19,2454097
Planned Parenthood,2018-05-15,2018-08-20,2465185
Planned Parenthood,2018-05-15,2018-08-21,2476262
Planned Parenthood,2018-05-15,2018-08-22,2485820
Planned Parenthood,2018-05-15,2018-08-23,2489723
Planned Parenthood,2018-05-15,2018-08-24,2496215
Planned Parenthood,2018-05-15,2018-08-25,2502703
Planned Parenthood,2018-05-15,2018-08-26,2506638
Planned Parenthood,2018-05-15,2018-08-27,2510060
Planned Parenthood,2018-05-15,2018-08-28,2518094
Planned Parenthood,2018-05-15,2018-08-29,2521566
Planned Parenthood,2018-05-15,2018-08-30,2521566
Planned Parenthood,2018-05-16,2018-05-16,971009
Planned Parenthood,2018-05-16,2018-05-17,1409883
Planned Parenthood,2018-05-16,2018-05-18,1599013
Planned Parenthood,2018-05-16,2018-05-19,1747583
Planned Parenthood,2018-05-16,2018-05-20,1859984
Planned Parenthood,2018-05-16,2018-05-21,1972847
Planned Parenthood,2018-05-16,2018-05-22,2081059
Planned Parenthood,2018-05-16,2018-05-23,2113876
Planned Parenthood,2018-05-16,2018-05-24,2135005
Planned Parenthood,2018-05-16,2018-05-25,2156809
Planned Parenthood,2018-05-16,2018-05-26,2178117
Planned Parenthood,2018-05-16,2018-05-27,2178619
Planned Parenthood,2018-05-16,2018-05-28,2178619
Planned Parenthood,2018-05-16,2018-05-29,2178619
Planned Parenthood,2018-05-16,2018-05-30,2178619
Planned Parenthood,2018-05-16,2018-05-31,2178619
Planned Parenthood,2018-05-16,2018-08-03,2188879
Planned Parenthood,2018-05-16,2018-08-04,2337940
Planned Parenthood,2018-05-16,2018-08-05,2416371
Planned Parenthood,2018-05-16,2018-08-06,2424443
Planned Parenthood,2018-05-16,2018-08-06,2424443
Planned Parenthood,2018-05-16,2018-08-07,2425414
Planned Parenthood,2018-05-16,2018-08-08,2426412
Planned Parenthood,2018-05-16,2018-08-09,2426412
Planned Parenthood,2018-05-16,2018-08-10,2426412
Planned Parenthood,2018-05-16,2018-08-11,2426412
Planned Parenthood,2018-05-16,2018-08-19,2427861
Planned Parenthood,2018-05-16,2018-08-20,2438928
Planned Parenthood,2018-05-16,2018-08-21,2449982
Planned Parenthood,2018-05-16,2018-08-22,2459520
Planned Parenthood,2018-05-16,2018-08-23,2463404
Planned Parenthood,2018-05-16,2018-08-24,2469878
Planned Parenthood,2018-05-16,2018-08-25,2476350
Planned Parenthood,2018-05-16,2018-08-26,2480269
Planned Parenthood,2018-05-16,2018-08-27,2483676
Planned Parenthood,2018-05-16,2018-08-28,2491695
Planned Parenthood,2018-05-16,2018-08-29,2495158
Planned Parenthood,2018-05-16,2018-08-30,2495158
Planned Parenthood,2018-05-17,2018-05-17,907896
Planned Parenthood,2018-05-17,2018-05-18,1234296
Planned Parenthood,2018-05-17,2018-05-19,1447214
Planned Parenthood,2018-05-17,2018-05-20,1653074
Planned Parenthood,2018-05-17,2018-05-21,1799946
Planned Parenthood,2018-05-17,2018-05-22,1964358
Planned Parenthood,2018-05-17,2018-05-23,2030938
Planned Parenthood,2018-05-17,2018-05-24,2073519
Planned Parenthood,2018-05-17,2018-05-25,2108086
Planned Parenthood,2018-05-17,2018-05-26,2135993
Planned Parenthood,2018-05-17,2018-05-27,2137006
Planned Parenthood,2018-05-17,2018-05-28,2137006
Planned Parenthood,2018-05-17,2018-05-29,2137006
Planned Parenthood,2018-05-17,2018-05-30,2137006
Planned Parenthood,2018-05-17,2018-05-31,2137006
Planned Parenthood,2018-05-17,2018-08-03,2147265
Planned Parenthood,2018-05-17,2018-08-04,2299845
Planned Parenthood,2018-05-17,2018-08-05,2379119
Planned Parenthood,2018-05-17,2018-08-06,2387149
Planned Parenthood,2018-05-17,2018-08-06,2387150
Planned Parenthood,2018-05-17,2018-08-07,2388105
Planned Parenthood,2018-05-17,2018-08-08,2389094
Planned Parenthood,2018-05-17,2018-08-09,2389094
Planned Parenthood,2018-05-17,2018-08-10,2389094
Planned Parenthood,2018-05-17,2018-08-11,2389094
Planned Parenthood,2018-05-17,2018-08-19,2390516
Planned Parenthood,2018-05-17,2018-08-20,2401520
Planned Parenthood,2018-05-17,2018-08-21,2412511
Planned Parenthood,2018-05-17,2018-08-22,2421994
Planned Parenthood,2018-05-17,2018-08-23,2425821
Planned Parenthood,2018-05-17,2018-08-24,2432247
Planned Parenthood,2018-05-17,2018-08-25,2438672
Planned Parenthood,2018-05-17,2018-08-26,2442549
Planned Parenthood,2018-05-17,2018-08-27,2446429
Planned Parenthood,2018-05-17,2018-08-28,2454408
Planned Parenthood,2018-05-17,2018-08-29,2457844
Planned Parenthood,2018-05-17,2018-08-30,2457844
Planned Parenthood,2018-05-18,2018-05-18,644915
Planned Parenthood,2018-05-18,2018-05-19,1002108
Planned Parenthood,2018-05-18,2018-05-20,1353572
Planned Parenthood,2018-05-18,2018-05-21,1594794
Planned Parenthood,2018-05-18,2018-05-22,1802610
Planned Parenthood,2018-05-18,2018-05-23,1887197
Planned Parenthood,2018-05-18,2018-05-24,1968717
Planned Parenthood,2018-05-18,2018-05-25,2027357
Planned Parenthood,2018-05-18,2018-05-26,2077277
Planned Parenthood,2018-05-18,2018-05-27,2079313
Planned Parenthood,2018-05-18,2018-05-28,2079313
Planned Parenthood,2018-05-18,2018-05-29,2079313
Planned Parenthood,2018-05-18,2018-05-30,2079313
Planned Parenthood,2018-05-18,2018-05-31,2079313
Planned Parenthood,2018-05-18,2018-08-03,2089570
Planned Parenthood,2018-05-18,2018-08-04,2245616
Planned Parenthood,2018-05-18,2018-08-05,2325135
Planned Parenthood,2018-05-18,2018-08-06,2333621
Planned Parenthood,2018-05-18,2018-08-06,2333622
Planned Parenthood,2018-05-18,2018-08-07,2334554
Planned Parenthood,2018-05-18,2018-08-08,2335532
Planned Parenthood,2018-05-18,2018-08-09,2335532
Planned Parenthood,2018-05-18,2018-08-10,2335532
Planned Parenthood,2018-05-18,2018-08-11,2335532
Planned Parenthood,2018-05-18,2018-08-19,2336918
Planned Parenthood,2018-05-18,2018-08-20,2347836
Planned Parenthood,2018-05-18,2018-08-21,2358742
Planned Parenthood,2018-05-18,2018-08-22,2368152
Planned Parenthood,2018-05-18,2018-08-23,2371906
Planned Parenthood,2018-05-18,2018-08-24,2378785
Planned Parenthood,2018-05-18,2018-08-25,2385152
Planned Parenthood,2018-05-18,2018-08-26,2388975
Planned Parenthood,2018-05-18,2018-08-27,2392805
Planned Parenthood,2018-05-18,2018-08-28,2401250
Planned Parenthood,2018-05-18,2018-08-29,2404655
Planned Parenthood,2018-05-18,2018-08-30,2404655
Planned Parenthood,2018-05-19,2018-05-19,577332
Planned Parenthood,2018-05-19,2018-05-20,1089568
Planned Parenthood,2018-05-19,2018-05-21,1430167
Planned Parenthood,2018-05-19,2018-05-22,1678608
Planned Parenthood,2018-05-19,2018-05-23,1790384
Planned Parenthood,2018-05-19,2018-05-24,1890872
Planned Parenthood,2018-05-19,2018-05-25,1965419
Planned Parenthood,2018-05-19,2018-05-26,2025071
Planned Parenthood,2018-05-19,2018-05-27,2028135
Planned Parenthood,2018-05-19,2018-05-28,2028135
Planned Parenthood,2018-05-19,2018-05-29,2028135
Planned Parenthood,2018-05-19,2018-05-30,2028135
Planned Parenthood,2018-05-19,2018-05-31,2028135
Planned Parenthood,2018-05-19,2018-08-03,2038900
Planned Parenthood,2018-05-19,2018-08-04,2196907
Planned Parenthood,2018-05-19,2018-08-05,2276372
Planned Parenthood,2018-05-19,2018-08-06,2284856
Planned Parenthood,2018-05-19,2018-08-06,2284856
Planned Parenthood,2018-05-19,2018-08-07,2285788
Planned Parenthood,2018-05-19,2018-08-08,2286766
Planned Parenthood,2018-05-19,2018-08-09,2286766
Planned Parenthood,2018-05-19,2018-08-10,2286766
Planned Parenthood,2018-05-19,2018-08-11,2286766
Planned Parenthood,2018-05-19,2018-08-19,2288152
Planned Parenthood,2018-05-19,2018-08-20,2299071
Planned Parenthood,2018-05-19,2018-08-21,2310495
Planned Parenthood,2018-05-19,2018-08-22,2319912
Planned Parenthood,2018-05-19,2018-08-23,2323677
Planned Parenthood,2018-05-19,2018-08-24,2330567
Planned Parenthood,2018-05-19,2018-08-25,2336947
Planned Parenthood,2018-05-19,2018-08-26,2340786
Planned Parenthood,2018-05-19,2018-08-27,2344631
Planned Parenthood,2018-05-19,2018-08-28,2353092
Planned Parenthood,2018-05-19,2018-08-29,2356509
Planned Parenthood,2018-05-19,2018-08-30,2356509
Planned Parenthood,2018-05-20,2018-05-20,783342
Planned Parenthood,2018-05-20,2018-05-21,1239232
Planned Parenthood,2018-05-20,2018-05-22,1524393
Planned Parenthood,2018-05-20,2018-05-23,1656662
Planned Parenthood,2018-05-20,2018-05-24,1780504
Planned Parenthood,2018-05-20,2018-05-25,1864267
Planned Parenthood,2018-05-20,2018-05-26,1945494
Planned Parenthood,2018-05-20,2018-05-27,1950100
Planned Parenthood,2018-05-20,2018-05-28,1950100
Planned Parenthood,2018-05-20,2018-05-29,1950100
Planned Parenthood,2018-05-20,2018-05-30,1950100
Planned Parenthood,2018-05-20,2018-05-31,1950100
Planned Parenthood,2018-05-20,2018-08-03,1961374
Planned Parenthood,2018-05-20,2018-08-04,2121360
Planned Parenthood,2018-05-20,2018-08-05,2202867
Planned Parenthood,2018-05-20,2018-08-06,2211354
Planned Parenthood,2018-05-20,2018-08-06,2211355
Planned Parenthood,2018-05-20,2018-08-07,2212291
Planned Parenthood,2018-05-20,2018-08-08,2213270
Planned Parenthood,2018-05-20,2018-08-09,2213270
Planned Parenthood,2018-05-20,2018-08-10,2213270
Planned Parenthood,2018-05-20,2018-08-11,2213270
Planned Parenthood,2018-05-20,2018-08-19,2214662
Planned Parenthood,2018-05-20,2018-08-20,2225596
Planned Parenthood,2018-05-20,2018-08-21,2237550
Planned Parenthood,2018-05-20,2018-08-22,2246986
Planned Parenthood,2018-05-20,2018-08-23,2250775
Planned Parenthood,2018-05-20,2018-08-24,2257686
Planned Parenthood,2018-05-20,2018-08-25,2264089
Planned Parenthood,2018-05-20,2018-08-26,2267950
Planned Parenthood,2018-05-20,2018-08-27,2272333
Planned Parenthood,2018-05-20,2018-08-28,2280818
Planned Parenthood,2018-05-20,2018-08-29,2284252
Planned Parenthood,2018-05-20,2018-08-30,2284252
Planned Parenthood,2018-05-21,2018-05-21,825761
Planned Parenthood,2018-05-21,2018-05-22,1211079
Planned Parenthood,2018-05-21,2018-05-23,1384579
Planned Parenthood,2018-05-21,2018-05-24,1531188
Planned Parenthood,2018-05-21,2018-05-25,1631857
Planned Parenthood,2018-05-21,2018-05-26,1731540
Planned Parenthood,2018-05-21,2018-05-27,1735629
Planned Parenthood,2018-05-21,2018-05-28,1735629
Planned Parenthood,2018-05-21,2018-05-29,1735629
Planned Parenthood,2018-05-21,2018-05-30,1735629
Planned Parenthood,2018-05-21,2018-05-31,1735629
Planned Parenthood,2018-05-21,2018-08-03,1745610
Planned Parenthood,2018-05-21,2018-08-04,1921964
Planned Parenthood,2018-05-21,2018-08-05,2009207
Planned Parenthood,2018-05-21,2018-08-06,2017728
Planned Parenthood,2018-05-21,2018-08-06,2017729
Planned Parenthood,2018-05-21,2018-08-07,2018679
Planned Parenthood,2018-05-21,2018-08-08,2019666
Planned Parenthood,2018-05-21,2018-08-09,2019666
Planned Parenthood,2018-05-21,2018-08-10,2019666
Planned Parenthood,2018-05-21,2018-08-11,2019666
Planned Parenthood,2018-05-21,2018-08-19,2021597
Planned Parenthood,2018-05-21,2018-08-20,2032591
Planned Parenthood,2018-05-21,2018-08-21,2045125
Planned Parenthood,2018-05-21,2018-08-22,2054623
Planned Parenthood,2018-05-21,2018-08-23,2058483
Planned Parenthood,2018-05-21,2018-08-24,2065969
Planned Parenthood,2018-05-21,2018-08-25,2072435
Planned Parenthood,2018-05-21,2018-08-26,2076358
Planned Parenthood,2018-05-21,2018-08-27,2080802
Planned Parenthood,2018-05-21,2018-08-28,2089348
Planned Parenthood,2018-05-21,2018-08-29,2092825
Planned Parenthood,2018-05-21,2018-08-30,2092825
Planned Parenthood,2018-05-22,2018-05-22,694146
Planned Parenthood,2018-05-22,2018-05-23,933379
Planned Parenthood,2018-05-22,2018-05-24,1114114
Planned Parenthood,2018-05-22,2018-05-25,1230850
Planned Parenthood,2018-05-22,2018-05-26,1344515
Planned Parenthood,2018-05-22,2018-05-27,1348867
Planned Parenthood,2018-05-22,2018-05-28,1348867
Planned Parenthood,2018-05-22,2018-05-29,1348867
Planned Parenthood,2018-05-22,2018-05-30,1348867
Planned Parenthood,2018-05-22,2018-05-31,1348867
Planned Parenthood,2018-05-22,2018-08-03,1361155
Planned Parenthood,2018-05-22,2018-08-04,1557763
Planned Parenthood,2018-05-22,2018-08-05,1660418
Planned Parenthood,2018-05-22,2018-08-06,1667584
Planned Parenthood,2018-05-22,2018-08-06,1667586
Planned Parenthood,2018-05-22,2018-08-07,1668866
Planned Parenthood,2018-05-22,2018-08-08,1669890
Planned Parenthood,2018-05-22,2018-08-09,1669890
Planned Parenthood,2018-05-22,2018-08-10,1669890
Planned Parenthood,2018-05-22,2018-08-11,1669890
Planned Parenthood,2018-05-22,2018-08-19,1675010
Planned Parenthood,2018-05-22,2018-08-20,1688577
Planned Parenthood,2018-05-22,2018-08-21,1700865
Planned Parenthood,2018-05-22,2018-08-22,1710081
Planned Parenthood,2018-05-22,2018-08-23,1715969
Planned Parenthood,2018-05-22,2018-08-24,1722369
Planned Parenthood,2018-05-22,2018-08-25,1727489
Planned Parenthood,2018-05-22,2018-08-26,1733121
Planned Parenthood,2018-05-22,2018-08-27,1737217
Planned Parenthood,2018-05-22,2018-08-28,1745665
Planned Parenthood,2018-05-22,2018-08-29,1750017
Planned Parenthood,2018-05-22,2018-08-30,1750017
Planned Parenthood,2018-05-23,2018-05-23,401729
Planned Parenthood,2018-05-23,2018-05-24,652673
Planned Parenthood,2018-05-23,2018-05-25,798337
Planned Parenthood,2018-05-23,2018-05-26,939265
Planned Parenthood,2018-05-23,2018-05-27,944897
Planned Parenthood,2018-05-23,2018-05-28,944897
Planned Parenthood,2018-05-23,2018-05-29,944897
Planned Parenthood,2018-05-23,2018-05-30,944897
Planned Parenthood,2018-05-23,2018-05-31,944897
Planned Parenthood,2018-05-23,2018-08-03,961025
Planned Parenthood,2018-05-23,2018-08-04,1192449
Planned Parenthood,2018-05-23,2018-08-05,1305601
Planned Parenthood,2018-05-23,2018-08-06,1312768
Planned Parenthood,2018-05-23,2018-08-06,1312769
Planned Parenthood,2018-05-23,2018-08-07,1314049
Planned Parenthood,2018-05-23,2018-08-08,1315329
Planned Parenthood,2018-05-23,2018-08-09,1315329
Planned Parenthood,2018-05-23,2018-08-10,1315329
Planned Parenthood,2018-05-23,2018-08-11,1315329
Planned Parenthood,2018-05-23,2018-08-19,1321473
Planned Parenthood,2018-05-23,2018-08-20,1336576
Planned Parenthood,2018-05-23,2018-08-21,1349632
Planned Parenthood,2018-05-23,2018-08-22,1359616
Planned Parenthood,2018-05-23,2018-08-23,1366272
Planned Parenthood,2018-05-23,2018-08-24,1372928
Planned Parenthood,2018-05-23,2018-08-25,1378560
Planned Parenthood,2018-05-23,2018-08-26,1384448
Planned Parenthood,2018-05-23,2018-08-27,1388800
Planned Parenthood,2018-05-23,2018-08-28,1397504
Planned Parenthood,2018-05-23,2018-08-29,1401856
Planned Parenthood,2018-05-23,2018-08-30,1401856
Planned Parenthood,2018-05-24,2018-05-24,344320
Planned Parenthood,2018-05-24,2018-05-25,519296
Planned Parenthood,2018-05-24,2018-05-26,676865
Planned Parenthood,2018-05-24,2018-05-27,683137
Planned Parenthood,2018-05-24,2018-05-28,683137
Planned Parenthood,2018-05-24,2018-05-29,683137
Planned Parenthood,2018-05-24,2018-05-30,683137
Planned Parenthood,2018-05-24,2018-05-31,683137
Planned Parenthood,2018-05-24,2018-08-03,699009
Planned Parenthood,2018-05-24,2018-08-04,950273
Planned Parenthood,2018-05-24,2018-08-05,1068544
Planned Parenthood,2018-05-24,2018-08-06,1076992
Planned Parenthood,2018-05-24,2018-08-06,1076992
Planned Parenthood,2018-05-24,2018-08-07,1078272
Planned Parenthood,2018-05-24,2018-08-08,1079552
Planned Parenthood,2018-05-24,2018-08-09,1079552
Planned Parenthood,2018-05-24,2018-08-10,1079552
Planned Parenthood,2018-05-24,2018-08-11,1079552
Planned Parenthood,2018-05-24,2018-08-19,1086208
Planned Parenthood,2018-05-24,2018-08-20,1102080
Planned Parenthood,2018-05-24,2018-08-21,1116672
Planned Parenthood,2018-05-24,2018-08-22,1126656
Planned Parenthood,2018-05-24,2018-08-23,1133568
Planned Parenthood,2018-05-24,2018-08-24,1140224
Planned Parenthood,2018-05-24,2018-08-25,1145856
Planned Parenthood,2018-05-24,2018-08-26,1152000
Planned Parenthood,2018-05-24,2018-08-27,1156608
Planned Parenthood,2018-05-24,2018-08-28,1165824
Planned Parenthood,2018-05-24,2018-08-29,1170176
Planned Parenthood,2018-05-24,2018-08-30,1170176
Planned Parenthood,2018-05-25,2018-05-25,248384
Planned Parenthood,2018-05-25,2018-05-26,439425
Planned Parenthood,2018-05-25,2018-05-27,446465
Planned Parenthood,2018-05-25,2018-05-28,446465
Planned Parenthood,2018-05-25,2018-05-29,446465
Planned Parenthood,2018-05-25,2018-05-30,446465
Planned Parenthood,2018-05-25,2018-05-31,446465
Planned Parenthood,2018-05-25,2018-08-03,463105
Planned Parenthood,2018-05-25,2018-08-04,717825
Planned Parenthood,2018-05-25,2018-08-05,841088
Planned Parenthood,2018-05-25,2018-08-06,849408
Planned Parenthood,2018-05-25,2018-08-06,849408
Planned Parenthood,2018-05-25,2018-08-07,850944
Planned Parenthood,2018-05-25,2018-08-08,853120
Planned Parenthood,2018-05-25,2018-08-09,853120
Planned Parenthood,2018-05-25,2018-08-10,853120
Planned Parenthood,2018-05-25,2018-08-11,853120
Planned Parenthood,2018-05-25,2018-08-19,859776
Planned Parenthood,2018-05-25,2018-08-20,876160
Planned Parenthood,2018-05-25,2018-08-21,891136
Planned Parenthood,2018-05-25,2018-08-22,912896
Planned Parenthood,2018-05-25,2018-08-23,920576
Planned Parenthood,2018-05-25,2018-08-24,927488
Planned Parenthood,2018-05-25,2018-08-25,933120
Planned Parenthood,2018-05-25,2018-08-26,940032
Planned Parenthood,2018-05-25,2018-08-27,944640
Planned Parenthood,2018-05-25,2018-08-28,954112
Planned Parenthood,2018-05-25,2018-08-29,958464
Planned Parenthood,2018-05-25,2018-08-30,958464
Planned Parenthood,2018-05-26,2018-05-26,248513
Planned Parenthood,2018-05-26,2018-05-27,257409
Planned Parenthood,2018-05-26,2018-05-28,257409
Planned Parenthood,2018-05-26,2018-05-29,257409
Planned Parenthood,2018-05-26,2018-05-30,257409
Planned Parenthood,2018-05-26,2018-05-31,257409
Planned Parenthood,2018-05-26,2018-08-03,275073
Planned Parenthood,2018-05-26,2018-08-04,540161
Planned Parenthood,2018-05-26,2018-08-05,668416
Planned Parenthood,2018-05-26,2018-08-06,677119
Planned Parenthood,2018-05-26,2018-08-06,677120
Planned Parenthood,2018-05-26,2018-08-07,678656
Planned Parenthood,2018-05-26,2018-08-08,681088
Planned Parenthood,2018-05-26,2018-08-09,681088
Planned Parenthood,2018-05-26,2018-08-10,681088
Planned Parenthood,2018-05-26,2018-08-11,681088
Planned Parenthood,2018-05-26,2018-08-19,688000
Planned Parenthood,2018-05-26,2018-08-20,704768
Planned Parenthood,2018-05-26,2018-08-21,720000
Planned Parenthood,2018-05-26,2018-08-22,732288
Planned Parenthood,2018-05-26,2018-08-23,741376
Planned Parenthood,2018-05-26,2018-08-24,748160
Planned Parenthood,2018-05-26,2018-08-25,754944
Planned Parenthood,2018-05-26,2018-08-26,761088
Planned Parenthood,2018-05-26,2018-08-27,767232
Planned Parenthood,2018-05-26,2018-08-28,779008
Planned Parenthood,2018-05-26,2018-08-29,783616
Planned Parenthood,2018-05-26,2018-08-30,783616
Planned Parenthood,2018-05-27,2018-05-27,11532
Planned Parenthood,2018-05-27,2018-05-28,11532
Planned Parenthood,2018-05-27,2018-05-29,11532
Planned Parenthood,2018-05-27,2018-05-30,11532
Planned Parenthood,2018-05-27,2018-05-31,11532
Planned Parenthood,2018-05-27,2018-08-03,29984
Planned Parenthood,2018-05-27,2018-08-04,305728
Planned Parenthood,2018-05-27,2018-08-05,443520
Planned Parenthood,2018-05-27,2018-08-06,452608
Planned Parenthood,2018-05-27,2018-08-06,452608
Planned Parenthood,2018-05-27,2018-08-07,454400
Planned Parenthood,2018-05-27,2018-08-08,456960
Planned Parenthood,2018-05-27,2018-08-09,456960
Planned Parenthood,2018-05-27,2018-08-10,456960
Planned Parenthood,2018-05-27,2018-08-11,456960
Planned Parenthood,2018-05-27,2018-08-19,464256
Planned Parenthood,2018-05-27,2018-08-20,482304
Planned Parenthood,2018-05-27,2018-08-21,498176
Planned Parenthood,2018-05-27,2018-08-22,511104
Planned Parenthood,2018-05-27,2018-08-23,520576
Planned Parenthood,2018-05-27,2018-08-24,527744
Planned Parenthood,2018-05-27,2018-08-25,534784
Planned Parenthood,2018-05-27,2018-08-26,541312
Planned Parenthood,2018-05-27,2018-08-27,547968
Planned Parenthood,2018-05-27,2018-08-28,560000
Planned Parenthood,2018-05-27,2018-08-29,564992
Planned Parenthood,2018-05-27,2018-08-30,564992
Planned Parenthood,2018-05-28,2018-08-03,18168
Planned Parenthood,2018-05-28,2018-08-04,294464
Planned Parenthood,2018-05-28,2018-08-05,433472
Planned Parenthood,2018-05-28,2018-08-06,441472
Planned Parenthood,2018-05-28,2018-08-06,441472
Planned Parenthood,2018-05-28,2018-08-07,443264
Planned Parenthood,2018-05-28,2018-08-08,445824
Planned Parenthood,2018-05-28,2018-08-09,445824
Planned Parenthood,2018-05-28,2018-08-10,445824
Planned Parenthood,2018-05-28,2018-08-11,445824
Planned Parenthood,2018-05-28,2018-08-19,453120
Planned Parenthood,2018-05-28,2018-08-20,471168
Planned Parenthood,2018-05-28,2018-08-21,487040
Planned Parenthood,2018-05-28,2018-08-22,499968
Planned Parenthood,2018-05-28,2018-08-23,509440
Planned Parenthood,2018-05-28,2018-08-24,516608
Planned Parenthood,2018-05-28,2018-08-25,523648
Planned Parenthood,2018-05-28,2018-08-26,530176
Planned Parenthood,2018-05-28,2018-08-27,536832
Planned Parenthood,2018-05-28,2018-08-28,548864
Planned Parenthood,2018-05-28,2018-08-29,553856
Planned Parenthood,2018-05-28,2018-08-30,553856
Planned Parenthood,2018-05-29,2018-08-03,18168
Planned Parenthood,2018-05-29,2018-08-04,294464
Planned Parenthood,2018-05-29,2018-08-05,433472
Planned Parenthood,2018-05-29,2018-08-06,441472
Planned Parenthood,2018-05-29,2018-08-06,441472
Planned Parenthood,2018-05-29,2018-08-07,443264
Planned Parenthood,2018-05-29,2018-08-08,445824
Planned Parenthood,2018-05-29,2018-08-09,445824
Planned Parenthood,2018-05-29,2018-08-10,445824
Planned Parenthood,2018-05-29,2018-08-11,445824
Planned Parenthood,2018-05-29,2018-08-19,453120
Planned Parenthood,2018-05-29,2018-08-20,471168
Planned Parenthood,2018-05-29,2018-08-21,487040
Planned Parenthood,2018-05-29,2018-08-22,499968
Planned Parenthood,2018-05-29,2018-08-23,509440
Planned Parenthood,2018-05-29,2018-08-24,516608
