Campaign,Start,End,Reach
Progress Michigan,2018-05-14,2018-08-29,2073412
Progress Michigan,2018-05-14,2018-08-30,2074328
Progress Michigan,2018-05-15,2018-05-17,172645
Progress Michigan,2018-05-15,2018-05-18,794774
Progress Michigan,2018-05-15,2018-05-19,1046366
Progress Michigan,2018-05-15,2018-05-20,1180110
Progress Michigan,2018-05-15,2018-05-21,1306215
Progress Michigan,2018-05-15,2018-05-22,1394006
Progress Michigan,2018-05-15,2018-05-23,1439048
Progress Michigan,2018-05-15,2018-05-24,1482506
Progress Michigan,2018-05-15,2018-05-25,1505880
Progress Michigan,2018-05-15,2018-05-26,1516208
Progress Michigan,2018-05-15,2018-05-27,1532621
Progress Michigan,2018-05-15,2018-05-28,1532621
Progress Michigan,2018-05-15,2018-05-29,1532621
Progress Michigan,2018-05-15,2018-05-30,1532621
Progress Michigan,2018-05-15,2018-05-31,1532621
Progress Michigan,2018-05-15,2018-08-07,1532621
Progress Michigan,2018-05-15,2018-08-08,1636881
Progress Michigan,2018-05-15,2018-08-09,1785166
Progress Michigan,2018-05-15,2018-08-10,1863005
Progress Michigan,2018-05-15,2018-08-11,1889567
Progress Michigan,2018-05-15,2018-08-12,1900744
Progress Michigan,2018-05-15,2018-08-13,1919376
Progress Michigan,2018-05-15,2018-08-14,1929413
Progress Michigan,2018-05-15,2018-08-15,1931310
Progress Michigan,2018-05-15,2018-08-16,1932195
Progress Michigan,2018-05-15,2018-08-17,1932075
Progress Michigan,2018-05-15,2018-08-18,1963779
Progress Michigan,2018-05-15,2018-08-19,1998954
Progress Michigan,2018-05-15,2018-08-20,2025402
Progress Michigan,2018-05-15,2018-08-21,2046731
Progress Michigan,2018-05-15,2018-08-22,2063460
Progress Michigan,2018-05-15,2018-08-23,2066394
Progress Michigan,2018-05-15,2018-08-24,2067826
Progress Michigan,2018-05-15,2018-08-25,2070284
Progress Michigan,2018-05-15,2018-08-26,2071207
Progress Michigan,2018-05-15,2018-08-27,2072109
Progress Michigan,2018-05-15,2018-08-28,2073015
Progress Michigan,2018-05-15,2018-08-29,2073412
Progress Michigan,2018-05-15,2018-08-30,2074328
Progress Michigan,2018-05-16,2018-05-17,172645
Progress Michigan,2018-05-16,2018-05-18,794774
Progress Michigan,2018-05-16,2018-05-19,1046366
Progress Michigan,2018-05-16,2018-05-20,1180110
Progress Michigan,2018-05-16,2018-05-21,1306215
Progress Michigan,2018-05-16,2018-05-22,1394006
Progress Michigan,2018-05-16,2018-05-23,1439048
Progress Michigan,2018-05-16,2018-05-24,1482506
Progress Michigan,2018-05-16,2018-05-25,1505880
Progress Michigan,2018-05-16,2018-05-26,1516208
Progress Michigan,2018-05-16,2018-05-27,1532621
Progress Michigan,2018-05-16,2018-05-28,1532621
Progress Michigan,2018-05-16,2018-05-29,1532621
Progress Michigan,2018-05-16,2018-05-30,1532621
Progress Michigan,2018-05-16,2018-05-31,1532621
Progress Michigan,2018-05-16,2018-08-07,1532621
Progress Michigan,2018-05-16,2018-08-08,1636881
Progress Michigan,2018-05-16,2018-08-09,1785166
Progress Michigan,2018-05-16,2018-08-10,1863005
Progress Michigan,2018-05-16,2018-08-11,1889567
Progress Michigan,2018-05-16,2018-08-12,1900744
Progress Michigan,2018-05-16,2018-08-13,1919376
Progress Michigan,2018-05-16,2018-08-14,1929413
Progress Michigan,2018-05-16,2018-08-15,1931310
Progress Michigan,2018-05-16,2018-08-16,1932195
Progress Michigan,2018-05-16,2018-08-17,1932075
Progress Michigan,2018-05-16,2018-08-18,1963779
Progress Michigan,2018-05-16,2018-08-19,1998954
Progress Michigan,2018-05-16,2018-08-20,2025402
Progress Michigan,2018-05-16,2018-08-21,2046731
Progress Michigan,2018-05-16,2018-08-22,2063460
Progress Michigan,2018-05-16,2018-08-23,2066394
Progress Michigan,2018-05-16,2018-08-24,2067826
Progress Michigan,2018-05-16,2018-08-25,2070284
Progress Michigan,2018-05-16,2018-08-26,2071207
Progress Michigan,2018-05-16,2018-08-27,2072109
Progress Michigan,2018-05-16,2018-08-28,2073015
Progress Michigan,2018-05-16,2018-08-29,2073412
Progress Michigan,2018-05-16,2018-08-30,2074328
Progress Michigan,2018-05-17,2018-05-17,172645
Progress Michigan,2018-05-17,2018-05-18,794774
Progress Michigan,2018-05-17,2018-05-19,1046366
Progress Michigan,2018-05-17,2018-05-20,1180110
Progress Michigan,2018-05-17,2018-05-21,1306215
Progress Michigan,2018-05-17,2018-05-22,1394006
Progress Michigan,2018-05-17,2018-05-23,1439048
Progress Michigan,2018-05-17,2018-05-24,1482506
Progress Michigan,2018-05-17,2018-05-25,1505880
Progress Michigan,2018-05-17,2018-05-26,1516208
Progress Michigan,2018-05-17,2018-05-27,1532621
Progress Michigan,2018-05-17,2018-05-28,1532621
Progress Michigan,2018-05-17,2018-05-29,1532621
Progress Michigan,2018-05-17,2018-05-30,1532621
Progress Michigan,2018-05-17,2018-05-31,1532621
Progress Michigan,2018-05-17,2018-08-07,1532621
Progress Michigan,2018-05-17,2018-08-08,1636881
Progress Michigan,2018-05-17,2018-08-09,1785166
Progress Michigan,2018-05-17,2018-08-10,1863005
Progress Michigan,2018-05-17,2018-08-11,1889567
Progress Michigan,2018-05-17,2018-08-12,1900744
Progress Michigan,2018-05-17,2018-08-13,1919376
Progress Michigan,2018-05-17,2018-08-14,1929413
Progress Michigan,2018-05-17,2018-08-15,1931310
Progress Michigan,2018-05-17,2018-08-16,1932195
Progress Michigan,2018-05-17,2018-08-17,1932075
Progress Michigan,2018-05-17,2018-08-18,1963779
Progress Michigan,2018-05-17,2018-08-19,1998954
Progress Michigan,2018-05-17,2018-08-20,2025402
Progress Michigan,2018-05-17,2018-08-21,2046731
Progress Michigan,2018-05-17,2018-08-22,2063460
Progress Michigan,2018-05-17,2018-08-23,2066394
Progress Michigan,2018-05-17,2018-08-24,2067826
Progress Michigan,2018-05-17,2018-08-25,2070284
Progress Michigan,2018-05-17,2018-08-26,2071207
Progress Michigan,2018-05-17,2018-08-27,2072109
Progress Michigan,2018-05-17,2018-08-28,2073015
Progress Michigan,2018-05-17,2018-08-29,2073412
Progress Michigan,2018-05-17,2018-08-30,2074328
Progress Michigan,2018-05-18,2018-05-18,772424
Progress Michigan,2018-05-18,2018-05-19,1037392
Progress Michigan,2018-05-18,2018-05-20,1173138
Progress Michigan,2018-05-18,2018-05-21,1301573
Progress Michigan,2018-05-18,2018-05-22,1389546
Progress Michigan,2018-05-18,2018-05-23,1434553
Progress Michigan,2018-05-18,2018-05-24,1478492
Progress Michigan,2018-05-18,2018-05-25,1503053
Progress Michigan,2018-05-18,2018-05-26,1513313
Progress Michigan,2018-05-18,2018-05-27,1529700
Progress Michigan,2018-05-18,2018-05-28,1529700
Progress Michigan,2018-05-18,2018-05-29,1529700
Progress Michigan,2018-05-18,2018-05-30,1529700
Progress Michigan,2018-05-18,2018-05-31,1529700
Progress Michigan,2018-05-18,2018-08-07,1529700
Progress Michigan,2018-05-18,2018-08-08,1634222
Progress Michigan,2018-05-18,2018-08-09,1782250
Progress Michigan,2018-05-18,2018-08-10,1860082
Progress Michigan,2018-05-18,2018-08-11,1886640
Progress Michigan,2018-05-18,2018-08-12,1897813
Progress Michigan,2018-05-18,2018-08-13,1916431
Progress Michigan,2018-05-18,2018-08-14,1926460
Progress Michigan,2018-05-18,2018-08-15,1928351
Progress Michigan,2018-05-18,2018-08-16,1929232
Progress Michigan,2018-05-18,2018-08-17,1929107
Progress Michigan,2018-05-18,2018-08-18,1960808
Progress Michigan,2018-05-18,2018-08-19,1995976
Progress Michigan,2018-05-18,2018-08-20,2022417
Progress Michigan,2018-05-18,2018-08-21,2043741
Progress Michigan,2018-05-18,2018-08-22,2060464
Progress Michigan,2018-05-18,2018-08-23,2063393
Progress Michigan,2018-05-18,2018-08-24,2064823
Progress Michigan,2018-05-18,2018-08-25,2067278
Progress Michigan,2018-05-18,2018-08-26,2068198
Progress Michigan,2018-05-18,2018-08-27,2069097
Progress Michigan,2018-05-18,2018-08-28,2070001
Progress Michigan,2018-05-18,2018-08-29,2070395
Progress Michigan,2018-05-18,2018-08-30,2071308
Progress Michigan,2018-05-19,2018-05-19,735655
Progress Michigan,2018-05-19,2018-05-20,923272
Progress Michigan,2018-05-19,2018-05-21,1100276
Progress Michigan,2018-05-19,2018-05-22,1206160
Progress Michigan,2018-05-19,2018-05-23,1254620
Progress Michigan,2018-05-19,2018-05-24,1347901
Progress Michigan,2018-05-19,2018-05-25,1481095
Progress Michigan,2018-05-19,2018-05-26,1498698
Progress Michigan,2018-05-19,2018-05-27,1516346
Progress Michigan,2018-05-19,2018-05-28,1516346
Progress Michigan,2018-05-19,2018-05-29,1516346
Progress Michigan,2018-05-19,2018-05-30,1516346
Progress Michigan,2018-05-19,2018-05-31,1516346
Progress Michigan,2018-05-19,2018-08-07,1516346
Progress Michigan,2018-05-19,2018-08-08,1621296
Progress Michigan,2018-05-19,2018-08-09,1791044
Progress Michigan,2018-05-19,2018-08-10,1846730
Progress Michigan,2018-05-19,2018-08-11,1873275
Progress Michigan,2018-05-19,2018-08-12,1884446
Progress Michigan,2018-05-19,2018-08-13,1903077
Progress Michigan,2018-05-19,2018-08-14,1913119
Progress Michigan,2018-05-19,2018-08-15,1915024
Progress Michigan,2018-05-19,2018-08-16,1915919
Progress Michigan,2018-05-19,2018-08-17,1915808
Progress Michigan,2018-05-19,2018-08-18,1948015
Progress Michigan,2018-05-19,2018-08-19,1983702
Progress Michigan,2018-05-19,2018-08-20,2010159
Progress Michigan,2018-05-19,2018-08-21,2031502
Progress Michigan,2018-05-19,2018-08-22,2048248
Progress Michigan,2018-05-19,2018-08-23,2051199
Progress Michigan,2018-05-19,2018-08-24,2052645
Progress Michigan,2018-05-19,2018-08-25,2055117
Progress Michigan,2018-05-19,2018-08-26,2056055
Progress Michigan,2018-05-19,2018-08-27,2056976
Progress Michigan,2018-05-19,2018-08-28,2057901
Progress Michigan,2018-05-19,2018-08-29,2058317
Progress Michigan,2018-05-19,2018-08-30,2059250
Progress Michigan,2018-05-20,2018-05-20,525354
Progress Michigan,2018-05-20,2018-05-21,772944
Progress Michigan,2018-05-20,2018-05-22,897453
Progress Michigan,2018-05-20,2018-05-23,942321
Progress Michigan,2018-05-20,2018-05-24,1059201
Progress Michigan,2018-05-20,2018-05-25,1373106
Progress Michigan,2018-05-20,2018-05-26,1455765
Progress Michigan,2018-05-20,2018-05-27,1482446
Progress Michigan,2018-05-20,2018-05-28,1482446
Progress Michigan,2018-05-20,2018-05-29,1482446
Progress Michigan,2018-05-20,2018-05-30,1482446
Progress Michigan,2018-05-20,2018-05-31,1482446
Progress Michigan,2018-05-20,2018-08-07,1482446
Progress Michigan,2018-05-20,2018-08-08,1588077
Progress Michigan,2018-05-20,2018-08-09,1760012
Progress Michigan,2018-05-20,2018-08-10,1817747
Progress Michigan,2018-05-20,2018-08-11,1844295
Progress Michigan,2018-05-20,2018-08-12,1855478
Progress Michigan,2018-05-20,2018-08-13,1874162
Progress Michigan,2018-05-20,2018-08-14,1884242
Progress Michigan,2018-05-20,2018-08-15,1886178
Progress Michigan,2018-05-20,2018-08-16,1887101
Progress Michigan,2018-05-20,2018-08-17,1887016
Progress Michigan,2018-05-20,2018-08-18,1919739
Progress Michigan,2018-05-20,2018-08-19,1955455
Progress Michigan,2018-05-20,2018-08-20,1982462
Progress Michigan,2018-05-20,2018-08-21,2003844
Progress Michigan,2018-05-20,2018-08-22,2020627
Progress Michigan,2018-05-20,2018-08-23,2023611
Progress Michigan,2018-05-20,2018-08-24,2025082
Progress Michigan,2018-05-20,2018-08-25,2027579
Progress Michigan,2018-05-20,2018-08-26,2028541
Progress Michigan,2018-05-20,2018-08-27,2029492
Progress Michigan,2018-05-20,2018-08-28,2030445
Progress Michigan,2018-05-20,2018-08-29,2030890
Progress Michigan,2018-05-20,2018-08-30,2031850
Progress Michigan,2018-05-21,2018-05-21,469543
Progress Michigan,2018-05-21,2018-05-22,640415
Progress Michigan,2018-05-21,2018-05-23,709555
Progress Michigan,2018-05-21,2018-05-24,833693
Progress Michigan,2018-05-21,2018-05-25,1217536
Progress Michigan,2018-05-21,2018-05-26,1382253
Progress Michigan,2018-05-21,2018-05-27,1440839
Progress Michigan,2018-05-21,2018-05-28,1440839
Progress Michigan,2018-05-21,2018-05-29,1440839
Progress Michigan,2018-05-21,2018-05-30,1440839
Progress Michigan,2018-05-21,2018-05-31,1440839
Progress Michigan,2018-05-21,2018-08-07,1440839
Progress Michigan,2018-05-21,2018-08-08,1546919
Progress Michigan,2018-05-21,2018-08-09,1721341
Progress Michigan,2018-05-21,2018-08-10,1780891
Progress Michigan,2018-05-21,2018-08-11,1808481
Progress Michigan,2018-05-21,2018-08-12,1819685
Progress Michigan,2018-05-21,2018-08-13,1838441
Progress Michigan,2018-05-21,2018-08-14,1848568
Progress Michigan,2018-05-21,2018-08-15,1850537
Progress Michigan,2018-05-21,2018-08-16,1851492
Progress Michigan,2018-05-21,2018-08-17,1851434
Progress Michigan,2018-05-21,2018-08-18,1884680
Progress Michigan,2018-05-21,2018-08-19,1920432
Progress Michigan,2018-05-21,2018-08-20,1947993
Progress Michigan,2018-05-21,2018-08-21,1969415
Progress Michigan,2018-05-21,2018-08-22,1986749
Progress Michigan,2018-05-21,2018-08-23,1989763
Progress Michigan,2018-05-21,2018-08-24,1991257
Progress Michigan,2018-05-21,2018-08-25,1993775
Progress Michigan,2018-05-21,2018-08-26,1994759
Progress Michigan,2018-05-21,2018-08-27,1995736
Progress Michigan,2018-05-21,2018-08-28,1996715
Progress Michigan,2018-05-21,2018-08-29,1997183
Progress Michigan,2018-05-21,2018-08-30,1998167
Progress Michigan,2018-05-22,2018-05-22,364354
Progress Michigan,2018-05-22,2018-05-23,471426
Progress Michigan,2018-05-22,2018-05-24,615939
Progress Michigan,2018-05-22,2018-05-25,1054979
Progress Michigan,2018-05-22,2018-05-26,1264642
Progress Michigan,2018-05-22,2018-05-27,1359106
Progress Michigan,2018-05-22,2018-05-28,1359106
Progress Michigan,2018-05-22,2018-05-29,1359106
Progress Michigan,2018-05-22,2018-05-30,1359106
Progress Michigan,2018-05-22,2018-05-31,1359106
Progress Michigan,2018-05-22,2018-08-07,1359106
Progress Michigan,2018-05-22,2018-08-08,1466882
Progress Michigan,2018-05-22,2018-08-09,1646851
Progress Michigan,2018-05-22,2018-08-10,1731074
Progress Michigan,2018-05-22,2018-08-11,1759746
Progress Michigan,2018-05-22,2018-08-12,1769218
Progress Michigan,2018-05-22,2018-08-13,1787649
Progress Michigan,2018-05-22,2018-08-14,1783809
Progress Michigan,2018-05-22,2018-08-15,1785857
Progress Michigan,2018-05-22,2018-08-16,1786881
Progress Michigan,2018-05-22,2018-08-17,1786882
Progress Michigan,2018-05-22,2018-08-18,1820161
Progress Michigan,2018-05-22,2018-08-19,1857021
Progress Michigan,2018-05-22,2018-08-20,1884672
Progress Michigan,2018-05-22,2018-08-21,1906688
Progress Michigan,2018-05-22,2018-08-22,1925123
Progress Michigan,2018-05-22,2018-08-23,1928194
Progress Michigan,2018-05-22,2018-08-24,1929730
Progress Michigan,2018-05-22,2018-08-25,1932290
Progress Michigan,2018-05-22,2018-08-26,1933314
Progress Michigan,2018-05-22,2018-08-27,1934850
Progress Michigan,2018-05-22,2018-08-28,1935874
Progress Michigan,2018-05-22,2018-08-29,1936386
Progress Michigan,2018-05-22,2018-08-30,1937410
Progress Michigan,2018-05-23,2018-05-23,220161
Progress Michigan,2018-05-23,2018-05-24,406209
Progress Michigan,2018-05-23,2018-05-25,893442
Progress Michigan,2018-05-23,2018-05-26,1132033
Progress Michigan,2018-05-23,2018-05-27,1249793
Progress Michigan,2018-05-23,2018-05-28,1249793
Progress Michigan,2018-05-23,2018-05-29,1249793
Progress Michigan,2018-05-23,2018-05-30,1249793
Progress Michigan,2018-05-23,2018-05-31,1249793
Progress Michigan,2018-05-23,2018-08-07,1249793
Progress Michigan,2018-05-23,2018-08-08,1358849
Progress Michigan,2018-05-23,2018-08-09,1546498
Progress Michigan,2018-05-23,2018-08-10,1638401
Progress Michigan,2018-05-23,2018-08-11,1668865
Progress Michigan,2018-05-23,2018-08-12,1679361
Progress Michigan,2018-05-23,2018-08-13,1698560
Progress Michigan,2018-05-23,2018-08-14,1707264
Progress Michigan,2018-05-23,2018-08-15,1709568
Progress Michigan,2018-05-23,2018-08-16,1710592
Progress Michigan,2018-05-23,2018-08-17,1711361
Progress Michigan,2018-05-23,2018-08-18,1744896
Progress Michigan,2018-05-23,2018-08-19,1786876
Progress Michigan,2018-05-23,2018-08-20,1801215
Progress Michigan,2018-05-23,2018-08-21,1823744
Progress Michigan,2018-05-23,2018-08-22,1842178
Progress Michigan,2018-05-23,2018-08-23,1845250
Progress Michigan,2018-05-23,2018-08-24,1846786
Progress Michigan,2018-05-23,2018-08-25,1849346
Progress Michigan,2018-05-23,2018-08-26,1850882
Progress Michigan,2018-05-23,2018-08-27,1852417
Progress Michigan,2018-05-23,2018-08-28,1853441
Progress Michigan,2018-05-23,2018-08-29,1853953
Progress Michigan,2018-05-23,2018-08-30,1854977
Progress Michigan,2018-05-24,2018-05-24,261441
Progress Michigan,2018-05-24,2018-05-25,784385
Progress Michigan,2018-05-24,2018-05-26,1036545
Progress Michigan,2018-05-24,2018-05-27,1171201
Progress Michigan,2018-05-24,2018-05-28,1171201
Progress Michigan,2018-05-24,2018-05-29,1171201
Progress Michigan,2018-05-24,2018-05-30,1171201
Progress Michigan,2018-05-24,2018-05-31,1171201
Progress Michigan,2018-05-24,2018-08-07,1171201
Progress Michigan,2018-05-24,2018-08-08,1280769
Progress Michigan,2018-05-24,2018-08-09,1473793
Progress Michigan,2018-05-24,2018-08-10,1568257
Progress Michigan,2018-05-24,2018-08-11,1600001
Progress Michigan,2018-05-24,2018-08-12,1611777
Progress Michigan,2018-05-24,2018-08-13,1631231
Progress Michigan,2018-05-24,2018-08-14,1639936
Progress Michigan,2018-05-24,2018-08-15,1642240
Progress Michigan,2018-05-24,2018-08-16,1643519
Progress Michigan,2018-05-24,2018-08-17,1644289
Progress Michigan,2018-05-24,2018-08-18,1678079
Progress Michigan,2018-05-24,2018-08-19,1720572
Progress Michigan,2018-05-24,2018-08-20,1747455
Progress Michigan,2018-05-24,2018-08-21,1766143
Progress Michigan,2018-05-24,2018-08-22,1784322
Progress Michigan,2018-05-24,2018-08-23,1789441
Progress Michigan,2018-05-24,2018-08-24,1790977
Progress Michigan,2018-05-24,2018-08-25,1782273
Progress Michigan,2018-05-24,2018-08-26,1783809
Progress Michigan,2018-05-24,2018-08-27,1785345
Progress Michigan,2018-05-24,2018-08-28,1786369
Progress Michigan,2018-05-24,2018-08-29,1786881
Progress Michigan,2018-05-24,2018-08-30,1787905
Progress Michigan,2018-05-25,2018-05-25,643457
Progress Michigan,2018-05-25,2018-05-26,922112
Progress Michigan,2018-05-25,2018-05-27,1079552
Progress Michigan,2018-05-25,2018-05-28,1079552
Progress Michigan,2018-05-25,2018-05-29,1079552
Progress Michigan,2018-05-25,2018-05-30,1079552
Progress Michigan,2018-05-25,2018-05-31,1079552
Progress Michigan,2018-05-25,2018-08-07,1079552
Progress Michigan,2018-05-25,2018-08-08,1190656
Progress Michigan,2018-05-25,2018-08-09,1389057
Progress Michigan,2018-05-25,2018-08-10,1484033
Progress Michigan,2018-05-25,2018-08-11,1517057
Progress Michigan,2018-05-25,2018-08-12,1529857
Progress Michigan,2018-05-25,2018-08-13,1549311
Progress Michigan,2018-05-25,2018-08-14,1558528
Progress Michigan,2018-05-25,2018-08-15,1560832
Progress Michigan,2018-05-25,2018-08-16,1562111
Progress Michigan,2018-05-25,2018-08-17,1562881
Progress Michigan,2018-05-25,2018-08-18,1597439
Progress Michigan,2018-05-25,2018-08-19,1640444
Progress Michigan,2018-05-25,2018-08-20,1667326
Progress Michigan,2018-05-25,2018-08-21,1686015
Progress Michigan,2018-05-25,2018-08-22,1704193
Progress Michigan,2018-05-25,2018-08-23,1709569
Progress Michigan,2018-05-25,2018-08-24,1711105
Progress Michigan,2018-05-25,2018-08-25,1713153
Progress Michigan,2018-05-25,2018-08-26,1714689
Progress Michigan,2018-05-25,2018-08-27,1716225
Progress Michigan,2018-05-25,2018-08-28,1717761
Progress Michigan,2018-05-25,2018-08-29,1718529
Progress Michigan,2018-05-25,2018-08-30,1719553
Progress Michigan,2018-05-26,2018-05-26,680576
Progress Michigan,2018-05-26,2018-05-27,891904
Progress Michigan,2018-05-26,2018-05-28,891904
Progress Michigan,2018-05-26,2018-05-29,891904
Progress Michigan,2018-05-26,2018-05-30,891904
Progress Michigan,2018-05-26,2018-05-31,891904
Progress Michigan,2018-05-26,2018-08-07,891904
Progress Michigan,2018-05-26,2018-08-08,1005056
Progress Michigan,2018-05-26,2018-08-09,1210625
Progress Michigan,2018-05-26,2018-08-10,1309952
Progress Michigan,2018-05-26,2018-08-11,1344000
Progress Michigan,2018-05-26,2018-08-12,1357056
Progress Michigan,2018-05-26,2018-08-13,1377022
Progress Michigan,2018-05-26,2018-08-14,1386239
Progress Michigan,2018-05-26,2018-08-15,1388543
Progress Michigan,2018-05-26,2018-08-16,1389823
Progress Michigan,2018-05-26,2018-08-17,1390593
Progress Michigan,2018-05-26,2018-08-18,1426943
Progress Michigan,2018-05-26,2018-08-19,1470715
Progress Michigan,2018-05-26,2018-08-20,1497854
Progress Michigan,2018-05-26,2018-08-21,1517055
Progress Michigan,2018-05-26,2018-08-22,1535489
Progress Michigan,2018-05-26,2018-08-23,1540865
Progress Michigan,2018-05-26,2018-08-24,1542401
Progress Michigan,2018-05-26,2018-08-25,1544449
Progress Michigan,2018-05-26,2018-08-26,1545985
Progress Michigan,2018-05-26,2018-08-27,1547521
Progress Michigan,2018-05-26,2018-08-28,1549313
Progress Michigan,2018-05-26,2018-08-29,1550337
Progress Michigan,2018-05-26,2018-08-30,1551617
Progress Michigan,2018-05-27,2018-05-27,480896
Progress Michigan,2018-05-27,2018-05-28,480896
Progress Michigan,2018-05-27,2018-05-29,480896
Progress Michigan,2018-05-27,2018-05-30,480896
Progress Michigan,2018-05-27,2018-05-31,480896
Progress Michigan,2018-05-27,2018-08-07,480896
Progress Michigan,2018-05-27,2018-08-08,628224
Progress Michigan,2018-05-27,2018-08-09,851841
Progress Michigan,2018-05-27,2018-08-10,957953
Progress Michigan,2018-05-27,2018-08-11,993025
Progress Michigan,2018-05-27,2018-08-12,1006337
Progress Michigan,2018-05-27,2018-08-13,1026814
Progress Michigan,2018-05-27,2018-08-14,1036287
Progress Michigan,2018-05-27,2018-08-15,1038847
Progress Michigan,2018-05-27,2018-08-16,1040127
Progress Michigan,2018-05-27,2018-08-17,1040897
Progress Michigan,2018-05-27,2018-08-18,1082367
Progress Michigan,2018-05-27,2018-08-19,1128700
Progress Michigan,2018-05-27,2018-08-20,1156350
Progress Michigan,2018-05-27,2018-08-21,1176575
Progress Michigan,2018-05-27,2018-08-22,1196289
Progress Michigan,2018-05-27,2018-08-23,1201921
Progress Michigan,2018-05-27,2018-08-24,1203457
Progress Michigan,2018-05-27,2018-08-25,1205761
Progress Michigan,2018-05-27,2018-08-26,1207297
Progress Michigan,2018-05-27,2018-08-27,1208833
Progress Michigan,2018-05-27,2018-08-28,1210625
Progress Michigan,2018-05-27,2018-08-29,1211649
Progress Michigan,2018-05-27,2018-08-30,1213185
Progress Michigan,2018-05-28,2018-08-08,162368
Progress Michigan,2018-05-28,2018-08-09,424577
Progress Michigan,2018-05-28,2018-08-10,541569
Progress Michigan,2018-05-28,2018-08-11,574465
Progress Michigan,2018-05-28,2018-08-12,589824
Progress Michigan,2018-05-28,2018-08-13,607103
Progress Michigan,2018-05-28,2018-08-14,615423
Progress Michigan,2018-05-28,2018-08-15,617727
Progress Michigan,2018-05-28,2018-08-16,619647
Progress Michigan,2018-05-28,2018-08-17,621184
Progress Michigan,2018-05-28,2018-08-18,670079
Progress Michigan,2018-05-28,2018-08-19,720893
Progress Michigan,2018-05-28,2018-08-20,749183
Progress Michigan,2018-05-28,2018-08-21,770431
Progress Michigan,2018-05-28,2018-08-22,791937
Progress Michigan,2018-05-28,2018-08-23,796801
Progress Michigan,2018-05-28,2018-08-24,798593
Progress Michigan,2018-05-28,2018-08-25,800897
Progress Michigan,2018-05-28,2018-08-26,803329
Progress Michigan,2018-05-28,2018-08-27,805249
Progress Michigan,2018-05-28,2018-08-28,807296
Progress Michigan,2018-05-28,2018-08-29,808576
Progress Michigan,2018-05-28,2018-08-30,810113
Progress Michigan,2018-05-29,2018-08-08,162368
Progress Michigan,2018-05-29,2018-08-09,424577
Progress Michigan,2018-05-29,2018-08-10,541569
Progress Michigan,2018-05-29,2018-08-11,574465
Progress Michigan,2018-05-29,2018-08-12,589824
Progress Michigan,2018-05-29,2018-08-13,607103
Progress Michigan,2018-05-29,2018-08-14,615423
Progress Michigan,2018-05-29,2018-08-15,617727
Progress Michigan,2018-05-29,2018-08-16,619647
Progress Michigan,2018-05-29,2018-08-17,621184
Progress Michigan,2018-05-29,2018-08-18,670079
Progress Michigan,2018-05-29,2018-08-19,720893
Progress Michigan,2018-05-29,2018-08-20,749183
Progress Michigan,2018-05-29,2018-08-21,770431
Progress Michigan,2018-05-29,2018-08-22,791937
Progress Michigan,2018-05-29,2018-08-23,796801
Progress Michigan,2018-05-29,2018-08-24,798593
Progress Michigan,2018-05-29,2018-08-25,800897
Progress Michigan,2018-05-29,2018-08-26,803329
Progress Michigan,2018-05-29,2018-08-27,805249
Progress Michigan,2018-05-29,2018-08-28,807296
Progress Michigan,2018-05-29,2018-08-29,808576
Progress Michigan,2018-05-29,2018-08-30,810113
Progress Michigan,2018-05-30,2018-08-08,162368
Progress Michigan,2018-05-30,2018-08-09,424577
Progress Michigan,2018-05-30,2018-08-10,541569
Progress Michigan,2018-05-30,2018-08-11,574465
Progress Michigan,2018-05-30,2018-08-12,589824
Progress Michigan,2018-05-30,2018-08-13,607103
Progress Michigan,2018-05-30,2018-08-14,615423
Progress Michigan,2018-05-30,2018-08-15,617727
Progress Michigan,2018-05-30,2018-08-16,619647
Progress Michigan,2018-05-30,2018-08-17,621184
Progress Michigan,2018-05-30,2018-08-18,670079
Progress Michigan,2018-05-30,2018-08-19,720893
Progress Michigan,2018-05-30,2018-08-20,749183
Progress Michigan,2018-05-30,2018-08-21,770431
Progress Michigan,2018-05-30,2018-08-22,791937
Progress Michigan,2018-05-30,2018-08-23,796801
Progress Michigan,2018-05-30,2018-08-24,798593
Progress Michigan,2018-05-30,2018-08-25,800897
Progress Michigan,2018-05-30,2018-08-26,803329
Progress Michigan,2018-05-30,2018-08-27,805249
Progress Michigan,2018-05-30,2018-08-28,807296
Progress Michigan,2018-05-30,2018-08-29,808576
Progress Michigan,2018-05-30,2018-08-30,810113
Progress Michigan,2018-05-31,2018-08-08,162368
Progress Michigan,2018-05-31,2018-08-09,424577
Progress Michigan,2018-05-31,2018-08-10,541569
Progress Michigan,2018-05-31,2018-08-11,574465
Progress Michigan,2018-05-31,2018-08-12,589824
Progress Michigan,2018-05-31,2018-08-13,607103
Progress Michigan,2018-05-31,2018-08-14,615423
Progress Michigan,2018-05-31,2018-08-15,617727
Progress Michigan,2018-05-31,2018-08-16,619647
Progress Michigan,2018-05-31,2018-08-17,621184
Progress Michigan,2018-05-31,2018-08-18,670079
Progress Michigan,2018-05-31,2018-08-19,720893
Progress Michigan,2018-05-31,2018-08-20,749183
Progress Michigan,2018-05-31,2018-08-21,770431
Progress Michigan,2018-05-31,2018-08-22,791937
Progress Michigan,2018-05-31,2018-08-23,796801
Progress Michigan,2018-05-31,2018-08-24,798593
Progress Michigan,2018-05-31,2018-08-25,800897
Progress Michigan,2018-05-31,2018-08-26,803329
Progress Michigan,2018-05-31,2018-08-27,805249
