Date,Query,HashTag,Mentions
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",mpc2018,5
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",migov,5
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",medicaid,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",flintwatercrisis,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",intevacares,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",mipolitics,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",vetosb897,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",mileg,1
2018-05-20,"(""rick snyder"" OR ""governor snyder"")",voteblue,1
2018-05-21,"(""rick snyder"" OR ""governor snyder"")",agsdailyshare,5
2018-05-21,"(""rick snyder"" OR ""governor snyder"")",miched,5
2018-05-21,"(""rick snyder"" OR ""governor snyder"")",wolverineslead,5
2018-05-21,"(""rick snyder"" OR ""governor snyder"")",intevacares,1
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",mileg,7
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",vetosb897,2
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",mitreasury,1
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",migov,1
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",propertytaxes,1
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",healthymichigan,1
2018-05-23,"(""rick snyder"" OR ""governor snyder"")",mimarshallplan,1
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",migov,4
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",mileg,3
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",propertytaxes,3
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",mitreasury,3
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",stopsb897,2
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",savehealthymichigan,2
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",vetosb897,1
2018-05-24,"(""rick snyder"" OR ""governor snyder"")",copolitics,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",migov,2
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",flintwatercrisis,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",flint,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",michigan,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",harrison,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",snyder,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",nevertoohot,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",trainsmarternotlonger,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",puremichigan,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",springtimeinmichigan,1
2018-05-25,"(""rick snyder"" OR ""governor snyder"")",liftheavyrunhard,1
2018-05-20,"""bill schuette""",mipolitics,1
2018-05-20,"""bill schuette""",migov,1
2018-05-21,"""bill schuette""",standupfightback,18
2018-05-21,"""bill schuette""",migov,2
2018-05-21,"""bill schuette""",yourvoteyourfuture,1
2018-05-22,"""bill schuette""",shadyschuette,4
2018-05-22,"""bill schuette""",miched,4
2018-05-22,"""bill schuette""",fail,1
2018-05-22,"""bill schuette""",michigan,1
2018-05-22,"""bill schuette""",lgbtq,1
2018-05-22,"""bill schuette""",loveislove,1
2018-05-22,"""bill schuette""",lgbtqprotections,1
2018-05-22,"""bill schuette""",equalityforall,1
2018-05-23,"""bill schuette""",standupfightback,64
2018-05-23,"""bill schuette""",shadyschuette,7
2018-05-24,"""bill schuette""",stopline5,5
2018-05-24,"""bill schuette""",migov,4
2018-05-24,"""bill schuette""",shadyschuette,2
2018-05-24,"""bill schuette""",nogagrule,2
2018-05-24,"""bill schuette""",savetitlex,2
2018-05-24,"""bill schuette""",maga,1
2018-05-24,"""bill schuette""",standupfightback,1
2018-05-25,"""bill schuette""",standupfightback,2
2018-05-25,"""bill schuette""",shadyschuette,1
2018-05-25,"""bill schuette""",migov,1
2018-05-20,"(""senator colbeck"" OR ""patrick colbeck"")",migov,1
2018-05-20,"(""senator colbeck"" OR ""patrick colbeck"")",mmiga,1
2018-05-20,"(""senator colbeck"" OR ""patrick colbeck"")",maga,1
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",marchforourrights,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",maga,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",tcot,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",nraproud,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",2adefenders,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",nra,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",2a,3
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",migov,2
2018-05-21,"(""senator colbeck"" OR ""patrick colbeck"")",mmiga,2
2018-05-22,"(""senator colbeck"" OR ""patrick colbeck"")",migov,1
2018-05-22,"(""senator colbeck"" OR ""patrick colbeck"")",mmiga,1
2018-05-22,"(""senator colbeck"" OR ""patrick colbeck"")",maga,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",michigan,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",colbeckforgovernor,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",amazingman,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",hellogovernor,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",constitution,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",hesdaman,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",superhero,1
2018-05-23,"(""senator colbeck"" OR ""patrick colbeck"")",governor,1
2018-05-25,"(""senator colbeck"" OR ""patrick colbeck"")",michigan,1
2018-05-25,"(""senator colbeck"" OR ""patrick colbeck"")",maga,1
2018-05-25,"(""senator colbeck"" OR ""patrick colbeck"")",amazonhq2,1
2018-05-25,"(""senator colbeck"" OR ""patrick colbeck"")",kag,1
2018-05-20,"""brian calley""",comebackstate,3
2018-05-20,"""brian calley""",flintwatercrisis,1
2018-05-20,"""brian calley""",votethemallout,1
2018-05-20,"""brian calley""",whitmeriscoming,1
2018-05-21,"""brian calley""",migov,1
2018-05-21,"""brian calley""",comebackstate,1
2018-05-23,"""gretchen whitmer""",migov,1
2018-05-23,"""gretchen whitmer""",migopdebate,1
2018-05-24,"""gretchen whitmer""",migov,16
2018-05-24,"""gretchen whitmer""",thefu,5
2018-05-24,"""gretchen whitmer""",whitmerforgovernor,3
2018-05-24,"""gretchen whitmer""",mycandidate,2
2018-05-24,"""gretchen whitmer""",gretchenwhitmer,1
2018-05-24,"""gretchen whitmer""",migopdebate,1
2018-05-24,"""gretchen whitmer""",shrithanedar,1
2018-05-25,"""gretchen whitmer""",migov,2
2018-05-25,"""gretchen whitmer""",mycandidate,1
2018-05-25,"""gretchen whitmer""",whitmerforgovernor,1
2018-05-20,"(""abdul el-sayed"" OR ""abdul el sayed"")",michigan,1
2018-05-20,"(""abdul el-sayed"" OR ""abdul el sayed"")",police,1
2018-05-20,"(""abdul el-sayed"" OR ""abdul el sayed"")",1,1
2018-05-20,"(""abdul el-sayed"" OR ""abdul el sayed"")",shariakills,1
2018-05-23,"(""abdul el-sayed"" OR ""abdul el sayed"")",migov,1
2018-05-23,"(""abdul el-sayed"" OR ""abdul el sayed"")",abdulelsayed,1
2018-05-23,"(""abdul el-sayed"" OR ""abdul el sayed"")",migopdebate,1
2018-05-23,"(""abdul el-sayed"" OR ""abdul el sayed"")",forourfuture,1
2018-05-24,"(""abdul el-sayed"" OR ""abdul el sayed"")",migov,4
2018-05-24,"(""abdul el-sayed"" OR ""abdul el sayed"")",migopdebate,1
2018-05-24,"(""abdul el-sayed"" OR ""abdul el sayed"")",soroselsayed,1
2018-05-25,"(""abdul el-sayed"" OR ""abdul el sayed"")",migov,2
2018-05-22,"""shri thanedar""",srifornothing,3
2018-05-22,"""shri thanedar""",quickcash,1
2018-05-23,"""shri thanedar""",migov,1
2018-05-23,"""shri thanedar""",migopdebate,1
2018-05-24,"""shri thanedar""",michigan,5
2018-05-24,"""shri thanedar""",migov,2
2018-05-24,"""shri thanedar""",1,2
2018-05-24,"""shri thanedar""",gretchenwhitmer,2
2018-05-24,"""shri thanedar""",flint,1
2018-05-24,"""shri thanedar""",migopdebate,1
2018-05-24,"""shri thanedar""",noshriformi,1
2018-05-24,"""shri thanedar""",goblue,1
2018-05-24,"""shri thanedar""",shrithanedar,1
2018-05-25,"""shri thanedar""",flint,5
2018-05-25,"""shri thanedar""",migov,5
2018-05-25,"""shri thanedar""",noshriforme,1
2018-05-25,"""shri thanedar""",thetruthisalwaysthebestdefense,1
2018-05-20,"(""democrats"" OR ""democrat"")",democrats,326
2018-05-20,"(""democrats"" OR ""democrat"")",maga,142
2018-05-20,"(""democrats"" OR ""democrat"")",trump,74
2018-05-20,"(""democrats"" OR ""democrat"")",liberals,70
2018-05-20,"(""democrats"" OR ""democrat"")",mtp,57
2018-05-20,"(""democrats"" OR ""democrat"")",bluewave,44
2018-05-20,"(""democrats"" OR ""democrat"")",america,43
2018-05-20,"(""democrats"" OR ""democrat"")",republicans,40
2018-05-20,"(""democrats"" OR ""democrat"")",kag,40
2018-05-20,"(""democrats"" OR ""democrat"")",gop,40
2018-05-20,"(""democrats"" OR ""democrat"")",makeamericaworkagain,37
2018-05-20,"(""democrats"" OR ""democrat"")",ifitssunday,35
2018-05-20,"(""democrats"" OR ""democrat"")",itsinthedictionary,35
2018-05-20,"(""democrats"" OR ""democrat"")",obama,33
2018-05-20,"(""democrats"" OR ""democrat"")",progressives,32
2018-05-20,"(""democrats"" OR ""democrat"")",democrat,31
2018-05-20,"(""democrats"" OR ""democrat"")",winblue,30
2018-05-20,"(""democrats"" OR ""democrat"")",election2018,29
2018-05-20,"(""democrats"" OR ""democrat"")",flipitblue,28
2018-05-20,"(""democrats"" OR ""democrat"")",georgia,27
2018-05-20,"(""democrats"" OR ""democrat"")",yeswecan,27
2018-05-20,"(""democrats"" OR ""democrat"")",demswork4usa,24
2018-05-20,"(""democrats"" OR ""democrat"")",bluetsunami2018,24
2018-05-20,"(""democrats"" OR ""democrat"")",keepamericagreat,24
2018-05-20,"(""democrats"" OR ""democrat"")",trump2020,23
2018-05-21,"(""democrats"" OR ""democrat"")",democrats,228
2018-05-21,"(""democrats"" OR ""democrat"")",abetterdeal,175
2018-05-21,"(""democrats"" OR ""democrat"")",maga,94
2018-05-21,"(""democrats"" OR ""democrat"")",draintheswamp,66
2018-05-21,"(""democrats"" OR ""democrat"")",trump,56
2018-05-21,"(""democrats"" OR ""democrat"")",liberals,40
2018-05-21,"(""democrats"" OR ""democrat"")",bluewave,39
2018-05-21,"(""democrats"" OR ""democrat"")",mondaymotivation,36
2018-05-21,"(""democrats"" OR ""democrat"")",mtp,35
2018-05-21,"(""democrats"" OR ""democrat"")",hypocrites,33
2018-05-21,"(""democrats"" OR ""democrat"")",gop,28
2018-05-21,"(""democrats"" OR ""democrat"")",democrat,25
2018-05-21,"(""democrats"" OR ""democrat"")",republicans,24
2018-05-21,"(""democrats"" OR ""democrat"")",dempartyplatform,24
2018-05-21,"(""democrats"" OR ""democrat"")",progressives,22
2018-05-21,"(""democrats"" OR ""democrat"")",forall,22
2018-05-21,"(""democrats"" OR ""democrat"")",winblue,20
2018-05-21,"(""democrats"" OR ""democrat"")",america,19
2018-05-21,"(""democrats"" OR ""democrat"")",socialism,19
2018-05-21,"(""democrats"" OR ""democrat"")",woodrowwilson,18
2018-05-21,"(""democrats"" OR ""democrat"")",democratparty,17
2018-05-21,"(""democrats"" OR ""democrat"")",marxistleft,17
2018-05-21,"(""democrats"" OR ""democrat"")",demswork4usa,17
2018-05-21,"(""democrats"" OR ""democrat"")",makeamericaworkagain,16
2018-05-21,"(""democrats"" OR ""democrat"")",trump2020,16
2018-05-22,"(""democrats"" OR ""democrat"")",democrats,193
2018-05-22,"(""democrats"" OR ""democrat"")",maga,102
2018-05-22,"(""democrats"" OR ""democrat"")",abetterdeal,82
2018-05-22,"(""democrats"" OR ""democrat"")",liberals,81
2018-05-22,"(""democrats"" OR ""democrat"")",banklobbyistact,81
2018-05-22,"(""democrats"" OR ""democrat"")",bluewave,70
2018-05-22,"(""democrats"" OR ""democrat"")",tuesdaythoughts,67
2018-05-22,"(""democrats"" OR ""democrat"")",progressives,58
2018-05-22,"(""democrats"" OR ""democrat"")",draintheswamp,52
2018-05-22,"(""democrats"" OR ""democrat"")",demswork4usa,49
2018-05-22,"(""democrats"" OR ""democrat"")",trump,48
2018-05-22,"(""democrats"" OR ""democrat"")",bluewave2018,43
2018-05-22,"(""democrats"" OR ""democrat"")",winblue,40
2018-05-22,"(""democrats"" OR ""democrat"")",texas,37
2018-05-22,"(""democrats"" OR ""democrat"")",flipitblue,36
2018-05-22,"(""democrats"" OR ""democrat"")",yeswecan,36
2018-05-22,"(""democrats"" OR ""democrat"")",tx07,33
2018-05-22,"(""democrats"" OR ""democrat"")",republicans,32
2018-05-22,"(""democrats"" OR ""democrat"")",txlege,31
2018-05-22,"(""democrats"" OR ""democrat"")",gop,28
2018-05-22,"(""democrats"" OR ""democrat"")",deepstate,27
2018-05-22,"(""democrats"" OR ""democrat"")",america,24
2018-05-22,"(""democrats"" OR ""democrat"")",ms13,24
2018-05-22,"(""democrats"" OR ""democrat"")",kag,23
2018-05-22,"(""democrats"" OR ""democrat"")",today,22
2018-05-23,"(""democrats"" OR ""democrat"")",maga,169
2018-05-23,"(""democrats"" OR ""democrat"")",democrats,124
2018-05-23,"(""democrats"" OR ""democrat"")",spygate,122
2018-05-23,"(""democrats"" OR ""democrat"")",banklobbyistact,63
2018-05-23,"(""democrats"" OR ""democrat"")",trump,60
2018-05-23,"(""democrats"" OR ""democrat"")",wednesdaywisdom,54
2018-05-23,"(""democrats"" OR ""democrat"")",liberals,48
2018-05-23,"(""democrats"" OR ""democrat"")",america,32
2018-05-23,"(""democrats"" OR ""democrat"")",obama4prison,32
2018-05-23,"(""democrats"" OR ""democrat"")",bluewave,31
2018-05-23,"(""democrats"" OR ""democrat"")",democrat,31
2018-05-23,"(""democrats"" OR ""democrat"")",deepstate,30
2018-05-23,"(""democrats"" OR ""democrat"")",gop,28
2018-05-23,"(""democrats"" OR ""democrat"")",thieves,26
2018-05-23,"(""democrats"" OR ""democrat"")",republicans,25
2018-05-23,"(""democrats"" OR ""democrat"")",obama,25
2018-05-23,"(""democrats"" OR ""democrat"")",redwaverising,25
2018-05-23,"(""democrats"" OR ""democrat"")",demforce,23
2018-05-23,"(""democrats"" OR ""democrat"")",michigan,22
2018-05-23,"(""democrats"" OR ""democrat"")",kag,21
2018-05-23,"(""democrats"" OR ""democrat"")",trumpcolluded,19
2018-05-23,"(""democrats"" OR ""democrat"")",abetterdeal,19
2018-05-23,"(""democrats"" OR ""democrat"")",progressives,19
2018-05-23,"(""democrats"" OR ""democrat"")",tuesdaythoughts,19
2018-05-23,"(""democrats"" OR ""democrat"")",obamagate,17
2018-05-24,"(""democrats"" OR ""democrat"")",democrats,118
2018-05-24,"(""democrats"" OR ""democrat"")",maga,115
2018-05-24,"(""democrats"" OR ""democrat"")",trump,72
2018-05-24,"(""democrats"" OR ""democrat"")",liberals,61
2018-05-24,"(""democrats"" OR ""democrat"")",spygate,55
2018-05-24,"(""democrats"" OR ""democrat"")",thursdaythoughts,42
2018-05-24,"(""democrats"" OR ""democrat"")",buildthewave,41
2018-05-24,"(""democrats"" OR ""democrat"")",jackjohnson,39
2018-05-24,"(""democrats"" OR ""democrat"")",bluewave,38
2018-05-24,"(""democrats"" OR ""democrat"")",progressives,35
2018-05-24,"(""democrats"" OR ""democrat"")",winblue,33
2018-05-24,"(""democrats"" OR ""democrat"")",election2018,32
2018-05-24,"(""democrats"" OR ""democrat"")",democrat,32
2018-05-24,"(""democrats"" OR ""democrat"")",yeswecan,30
2018-05-24,"(""democrats"" OR ""democrat"")",demswork4usa,29
2018-05-24,"(""democrats"" OR ""democrat"")",gop,28
2018-05-24,"(""democrats"" OR ""democrat"")",flipitblue,26
2018-05-24,"(""democrats"" OR ""democrat"")",njpol,26
2018-05-24,"(""democrats"" OR ""democrat"")",newjersey,26
2018-05-24,"(""democrats"" OR ""democrat"")",njpolitics,26
2018-05-24,"(""democrats"" OR ""democrat"")",america,25
2018-05-24,"(""democrats"" OR ""democrat"")",republicans,23
2018-05-24,"(""democrats"" OR ""democrat"")",obama,22
2018-05-24,"(""democrats"" OR ""democrat"")",resist,20
2018-05-24,"(""democrats"" OR ""democrat"")",muellerinvestigation,17
2018-05-25,"(""democrats"" OR ""democrat"")",democrats,157
2018-05-25,"(""democrats"" OR ""democrat"")",maga,125
2018-05-25,"(""democrats"" OR ""democrat"")",fridayfeeling,63
2018-05-25,"(""democrats"" OR ""democrat"")",democrat,54
2018-05-25,"(""democrats"" OR ""democrat"")",trump,52
2018-05-25,"(""democrats"" OR ""democrat"")",bluewave,47
2018-05-25,"(""democrats"" OR ""democrat"")",resist,46
2018-05-25,"(""democrats"" OR ""democrat"")",weinstein,46
2018-05-25,"(""democrats"" OR ""democrat"")",schneiderman,39
2018-05-25,"(""democrats"" OR ""democrat"")",weiner,39
2018-05-25,"(""democrats"" OR ""democrat"")",spygate,37
2018-05-25,"(""democrats"" OR ""democrat"")",liberals,29
2018-05-25,"(""democrats"" OR ""democrat"")",adjunctprofessr,29
2018-05-25,"(""democrats"" OR ""democrat"")",muellerinvestigation,27
2018-05-25,"(""democrats"" OR ""democrat"")",redwaverising,26
2018-05-25,"(""democrats"" OR ""democrat"")",pelositownhall,26
2018-05-25,"(""democrats"" OR ""democrat"")",gop,25
2018-05-25,"(""democrats"" OR ""democrat"")",lockherupalready,24
2018-05-25,"(""democrats"" OR ""democrat"")",america,23
2018-05-25,"(""democrats"" OR ""democrat"")",kag,22
2018-05-25,"(""democrats"" OR ""democrat"")",saturdaymorning,19
2018-05-25,"(""democrats"" OR ""democrat"")",jackjohnson,18
2018-05-25,"(""democrats"" OR ""democrat"")",republicans,17
2018-05-25,"(""democrats"" OR ""democrat"")",baltimore,16
2018-05-25,"(""democrats"" OR ""democrat"")",ferguson,16
2018-05-26,"(""democrats"" OR ""democrat"")",spygate,332
2018-05-26,"(""democrats"" OR ""democrat"")",wherearethechildren,154
2018-05-26,"(""democrats"" OR ""democrat"")",democrats,153
2018-05-26,"(""democrats"" OR ""democrat"")",maga,136
2018-05-26,"(""democrats"" OR ""democrat"")",saturdaymorning,74
2018-05-26,"(""democrats"" OR ""democrat"")",trump,63
2018-05-26,"(""democrats"" OR ""democrat"")",theresistance,43
2018-05-26,"(""democrats"" OR ""democrat"")",bluewave,38
2018-05-26,"(""democrats"" OR ""democrat"")",mueller,34
2018-05-26,"(""democrats"" OR ""democrat"")",kag,27
2018-05-26,"(""democrats"" OR ""democrat"")",obamagate,27
2018-05-26,"(""democrats"" OR ""democrat"")",resist,22
2018-05-26,"(""democrats"" OR ""democrat"")",ms13,20
2018-05-26,"(""democrats"" OR ""democrat"")",madmaxine,19
2018-05-26,"(""democrats"" OR ""democrat"")",kag2020,18
2018-05-26,"(""democrats"" OR ""democrat"")",hawaiivstrump,17
2018-05-26,"(""democrats"" OR ""democrat"")",presidenttrump,17
2018-05-26,"(""democrats"" OR ""democrat"")",obamalegacy,17
2018-05-26,"(""democrats"" OR ""democrat"")",democrat,15
2018-05-26,"(""democrats"" OR ""democrat"")",liberals,13
2018-05-26,"(""democrats"" OR ""democrat"")",progressives,12
2018-05-26,"(""democrats"" OR ""democrat"")",election2018,11
2018-05-26,"(""democrats"" OR ""democrat"")",weinstein,11
2018-05-26,"(""democrats"" OR ""democrat"")",fridayfeeling,10
2018-05-26,"(""democrats"" OR ""democrat"")",resistthis,10
2018-05-27,"(""democrats"" OR ""democrat"")",democrats,184
2018-05-27,"(""democrats"" OR ""democrat"")",spygate,150
2018-05-27,"(""democrats"" OR ""democrat"")",maga,105
2018-05-27,"(""democrats"" OR ""democrat"")",clintonfoundation,66
2018-05-27,"(""democrats"" OR ""democrat"")",wherearethechildren,56
2018-05-27,"(""democrats"" OR ""democrat"")",mueller,46
2018-05-27,"(""democrats"" OR ""democrat"")",theresistance,44
2018-05-27,"(""democrats"" OR ""democrat"")",trump,42
2018-05-27,"(""democrats"" OR ""democrat"")",liberals,33
2018-05-27,"(""democrats"" OR ""democrat"")",amjoy,31
2018-05-27,"(""democrats"" OR ""democrat"")",america,28
2018-05-27,"(""democrats"" OR ""democrat"")",gop,27
2018-05-27,"(""democrats"" OR ""democrat"")",republicans,25
2018-05-27,"(""democrats"" OR ""democrat"")",sundaymorning,25
2018-05-27,"(""democrats"" OR ""democrat"")",russiascam,25
2018-05-27,"(""democrats"" OR ""democrat"")",democrat,23
2018-05-27,"(""democrats"" OR ""democrat"")",votebeto,21
2018-05-27,"(""democrats"" OR ""democrat"")",c,20
2018-05-27,"(""democrats"" OR ""democrat"")",freetommyrobinson,20
2018-05-27,"(""democrats"" OR ""democrat"")",usa,19
2018-05-27,"(""democrats"" OR ""democrat"")",bluewave,18
2018-05-27,"(""democrats"" OR ""democrat"")",freetommy,17
2018-05-27,"(""democrats"" OR ""democrat"")",resistthis,17
2018-05-27,"(""democrats"" OR ""democrat"")",resist,14
2018-05-27,"(""democrats"" OR ""democrat"")",msm,14
2018-05-28,"(""democrats"" OR ""democrat"")",democrats,119
2018-05-28,"(""democrats"" OR ""democrat"")",maga,106
2018-05-28,"(""democrats"" OR ""democrat"")",trump,42
2018-05-28,"(""democrats"" OR ""democrat"")",bluetored,41
2018-05-28,"(""democrats"" OR ""democrat"")",liberals,39
2018-05-28,"(""democrats"" OR ""democrat"")",spygate,33
2018-05-28,"(""democrats"" OR ""democrat"")",theresistance,31
2018-05-28,"(""democrats"" OR ""democrat"")",russiascam,30
2018-05-28,"(""democrats"" OR ""democrat"")",clintonfoundation,22
2018-05-28,"(""democrats"" OR ""democrat"")",progressives,20
2018-05-28,"(""democrats"" OR ""democrat"")",demswork4usa,20
2018-05-28,"(""democrats"" OR ""democrat"")",america,18
2018-05-28,"(""democrats"" OR ""democrat"")",wherearethechildren,18
2018-05-28,"(""democrats"" OR ""democrat"")",flipitblue,17
2018-05-28,"(""democrats"" OR ""democrat"")",election2018,17
2018-05-28,"(""democrats"" OR ""democrat"")",yeswecan,17
2018-05-28,"(""democrats"" OR ""democrat"")",republicans,16
2018-05-28,"(""democrats"" OR ""democrat"")",memorialday,16
2018-05-28,"(""democrats"" OR ""democrat"")",bluewave,16
2018-05-28,"(""democrats"" OR ""democrat"")",tuckfrump,16
2018-05-28,"(""democrats"" OR ""democrat"")",twittertakessides,16
2018-05-28,"(""democrats"" OR ""democrat"")",marinesagainsttrump,16
2018-05-28,"(""democrats"" OR ""democrat"")",obama,14
2018-05-28,"(""democrats"" OR ""democrat"")",americafirst,14
2018-05-28,"(""democrats"" OR ""democrat"")",bluewave2018,14
2018-05-29,"(""democrats"" OR ""democrat"")",maga,111
2018-05-29,"(""democrats"" OR ""democrat"")",democrats,99
2018-05-29,"(""democrats"" OR ""democrat"")",trump,62
2018-05-29,"(""democrats"" OR ""democrat"")",roseanne,58
2018-05-29,"(""democrats"" OR ""democrat"")",liberals,51
2018-05-29,"(""democrats"" OR ""democrat"")",spygate,48
2018-05-29,"(""democrats"" OR ""democrat"")",noagenda,42
2018-05-29,"(""democrats"" OR ""democrat"")",americalast,42
2018-05-29,"(""democrats"" OR ""democrat"")",america,31
2018-05-29,"(""democrats"" OR ""democrat"")",democrat,29
2018-05-29,"(""democrats"" OR ""democrat"")",istandwithroseanne,25
2018-05-29,"(""democrats"" OR ""democrat"")",republicans,21
2018-05-29,"(""democrats"" OR ""democrat"")",bluewave,21
2018-05-29,"(""democrats"" OR ""democrat"")",gop,21
2018-05-29,"(""democrats"" OR ""democrat"")",bluetored,20
2018-05-29,"(""democrats"" OR ""democrat"")",progressives,19
2018-05-29,"(""democrats"" OR ""democrat"")",demswork4usa,19
2018-05-29,"(""democrats"" OR ""democrat"")",theresistance,19
2018-05-29,"(""democrats"" OR ""democrat"")",tuesdaythoughts,18
2018-05-29,"(""democrats"" OR ""democrat"")",obama,18
2018-05-29,"(""democrats"" OR ""democrat"")",flipitblue,17
2018-05-29,"(""democrats"" OR ""democrat"")",election2018,17
2018-05-29,"(""democrats"" OR ""democrat"")",kspol,17
2018-05-29,"(""democrats"" OR ""democrat"")",winblue,17
2018-05-29,"(""democrats"" OR ""democrat"")",ks03,17
2018-05-20,"(""republicans"" OR ""republican"")",trumpcolluded,159
2018-05-20,"(""republicans"" OR ""republican"")",218votes,101
2018-05-20,"(""republicans"" OR ""republican"")",allowthevote,101
2018-05-20,"(""republicans"" OR ""republican"")",sundaymorning,81
2018-05-20,"(""republicans"" OR ""republican"")",republicans,59
2018-05-20,"(""republicans"" OR ""republican"")",maga,55
2018-05-20,"(""republicans"" OR ""republican"")",trump,54
2018-05-20,"(""republicans"" OR ""republican"")",gop,47
2018-05-20,"(""republicans"" OR ""republican"")",democrats,42
2018-05-20,"(""republicans"" OR ""republican"")",america,38
2018-05-20,"(""republicans"" OR ""republican"")",gopfarmbill,37
2018-05-20,"(""republicans"" OR ""republican"")",liberals,33
2018-05-20,"(""republicans"" OR ""republican"")",mueller,31
2018-05-20,"(""republicans"" OR ""republican"")",obama,31
2018-05-20,"(""republicans"" OR ""republican"")",fbi,31
2018-05-20,"(""republicans"" OR ""republican"")",bluewave,29
2018-05-20,"(""republicans"" OR ""republican"")",nonramoney,24
2018-05-20,"(""republicans"" OR ""republican"")",amjoy,23
2018-05-20,"(""republicans"" OR ""republican"")",votethemout,20
2018-05-20,"(""republicans"" OR ""republican"")",resist,20
2018-05-20,"(""republicans"" OR ""republican"")",doj,18
2018-05-20,"(""republicans"" OR ""republican"")",ftr,15
2018-05-20,"(""republicans"" OR ""republican"")",maga2018,14
2018-05-20,"(""republicans"" OR ""republican"")",usa,13
2018-05-20,"(""republicans"" OR ""republican"")",nora,13
2018-05-21,"(""republicans"" OR ""republican"")",trumpcolluded,224
2018-05-21,"(""republicans"" OR ""republican"")",maga,68
2018-05-21,"(""republicans"" OR ""republican"")",trump,52
2018-05-21,"(""republicans"" OR ""republican"")",republicans,45
2018-05-21,"(""republicans"" OR ""republican"")",bluewave,42
2018-05-21,"(""republicans"" OR ""republican"")",abetterdeal,40
2018-05-21,"(""republicans"" OR ""republican"")",mondaymotivation,29
2018-05-21,"(""republicans"" OR ""republican"")",gop,27
2018-05-21,"(""republicans"" OR ""republican"")",mondaymotivaton,26
2018-05-21,"(""republicans"" OR ""republican"")",neilgorsuch,26
2018-05-21,"(""republicans"" OR ""republican"")",democrats,25
2018-05-21,"(""republicans"" OR ""republican"")",trumptrain,25
2018-05-21,"(""republicans"" OR ""republican"")",neverevertrustarepublican,19
2018-05-21,"(""republicans"" OR ""republican"")",obama,19
2018-05-21,"(""republicans"" OR ""republican"")",fbi,19
2018-05-21,"(""republicans"" OR ""republican"")",letsflymi,18
2018-05-21,"(""republicans"" OR ""republican"")",teamjohnjames,18
2018-05-21,"(""republicans"" OR ""republican"")",misen,18
2018-05-21,"(""republicans"" OR ""republican"")",liberals,16
2018-05-21,"(""republicans"" OR ""republican"")",america,16
2018-05-21,"(""republicans"" OR ""republican"")",gopfarmbill,16
2018-05-21,"(""republicans"" OR ""republican"")",republican,14
2018-05-21,"(""republicans"" OR ""republican"")",resist,12
2018-05-21,"(""republicans"" OR ""republican"")",usa,12
2018-05-21,"(""republicans"" OR ""republican"")",goptaxscam,12
