Date,Query,HashTag,Mentions
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",gaslighting,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",resist,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",resistance,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",abolishice,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",voteblue,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",christianmyass,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",hurryupmueller,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",savethechildren,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",bluewave2018,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",bluetsunami,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",liarinchief,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",amjoy,1
2018-05-26,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",gunreformnow,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",c,20
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",maga,17
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrat,13
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",wherearethechildren,4
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",tommyrobinson,3
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",breaking,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",1,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",theresistance,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",dhs,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",wherearethechidlren,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",trump,2
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",senility,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",demforce,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",thieves,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",trumpliesagain,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrats,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",abetterdeal,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",gop,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",amjoy,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",notinmyname,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",stayw,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",wherearethechidren,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",impeachlyingracisttraitortrump,1
2018-05-27,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",resistance,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",1,7
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",wherearethechildren,6
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrat,4
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",maga,3
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrats,3
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",trump,3
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",america,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",americafirst,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",obama,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",dreamers,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",daca,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",illegals,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",liberals,2
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",theresistance,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",ftfy,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",resist,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",findthechildren,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",cruelty,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",protectthechildren,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",humanrights,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",aclu,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",bluewave2018,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",memorialdayweekendchicago,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",betterdeal,1
2018-05-28,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",liarinchief,1
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrats,8
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",nypolitics,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",flipitblue,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",teacher,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",election2018,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",demswork4usa,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",liberals,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",newyork,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",nypol,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",veteran,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",yeswecan,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",laliga,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",progressives,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",ny24,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",sisepuede,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",winblue,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",admin,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",policy,7
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",democrat,2
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",wherearethechildren,2
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",geddes,1
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",scriba,1
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",theresistance,1
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",elbridge,1
2018-05-29,"(""policy"" OR ""policies"") AND (""democrat"" OR ""democrats"")",fulton,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republicans,3
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trump,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wecandobetter,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",maga,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",midterms,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",economy,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",antitrumpmvmt,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",poll,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",deepstate,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gotv,1
2018-05-20,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",bluewave,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",resist,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",abetterdeal,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",iamtheirvoice,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",bluewave2018,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",mileg,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",dempartyplatform,1
2018-05-21,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",bigoil,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",demforce,4
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",maga,2
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",midterms2018,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",healthcareisahumanright,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",basta,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",aca,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",acasabotage,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",draintheswamp,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",presidenttrump,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",americafirst,1
2018-05-22,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",dnc,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",goptaxscam,2
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",foxmanure,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",thegreatawakening,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",qanonresearch,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trickledown,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fuckdonaldtrump,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republicans,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fuckpaulryan,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",2a,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nrabloodmoney,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",qresearch,1
2018-05-23,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",qanon,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",theresistance,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nevertrump,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",taxcuts,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",kochbrothers,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",demforce,1
2018-05-24,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nokochmoney,1
2018-05-25,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gasprices,3
2018-05-25,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",memorialday,3
2018-05-25,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",theresistance,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wherearethechildren,7
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",marijuana,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",michigan,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",cannabisnews,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",marijuananews,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",mileg,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republicans,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",prettygood,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",dosomething,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",borderpatrol,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",stopice,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",cannabiz,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",legalizeit,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nofascism,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wherearethemigrantchildren,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wherearethemissingchildren,1
2018-05-26,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",borderatrocities,1
2018-05-27,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",thebrooksbrown,6
2018-05-27,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",stayw,1
2018-05-27,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",thebuckstopshere,1
2018-05-27,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",amjoy,1
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",thebrooksbrown,2
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fairmaps,1
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",dhs,1
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",liarinchief,1
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",johnkelly,1
2018-05-28,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",jeffsessions,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",usa,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",ms13,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",doj,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",america,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",votered2018,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trumpisevil,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fairmaps,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republicans,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",theresistance,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trump,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",maga,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",democratparty,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",american,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wherearethechidren,1
2018-05-29,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gop,1
2018-05-20,republican view education OR demographic view education OR tuition fees,thebrooksbrown,3
2018-05-20,republican view education OR demographic view education OR tuition fees,hopehicks,2
2018-05-20,republican view education OR demographic view education OR tuition fees,mlanet18,2
2018-05-20,republican view education OR demographic view education OR tuition fees,maga,2
2018-05-20,republican view education OR demographic view education OR tuition fees,mueller,2
2018-05-20,republican view education OR demographic view education OR tuition fees,rnc,2
2018-05-20,republican view education OR demographic view education OR tuition fees,netneutrality,1
2018-05-20,republican view education OR demographic view education OR tuition fees,newbaltimore,1
2018-05-20,republican view education OR demographic view education OR tuition fees,eyecare,1
2018-05-20,republican view education OR demographic view education OR tuition fees,byebye,1
2018-05-20,republican view education OR demographic view education OR tuition fees,veterans,1
2018-05-20,republican view education OR demographic view education OR tuition fees,join,1
2018-05-20,republican view education OR demographic view education OR tuition fees,eyewear,1
2018-05-20,republican view education OR demographic view education OR tuition fees,trynagrad,1
2018-05-20,republican view education OR demographic view education OR tuition fees,showusyourtaxreturns,1
2018-05-20,republican view education OR demographic view education OR tuition fees,home,1
2018-05-20,republican view education OR demographic view education OR tuition fees,trumpcapone,1
2018-05-20,republican view education OR demographic view education OR tuition fees,decor,1
2018-05-20,republican view education OR demographic view education OR tuition fees,amjoy,1
2018-05-20,republican view education OR demographic view education OR tuition fees,affiliate,1
2018-05-20,republican view education OR demographic view education OR tuition fees,inventory,1
2018-05-20,republican view education OR demographic view education OR tuition fees,reiders,1
2018-05-20,republican view education OR demographic view education OR tuition fees,basta,1
2018-05-20,republican view education OR demographic view education OR tuition fees,talent,1
2018-05-20,republican view education OR demographic view education OR tuition fees,glec,1
2018-05-21,republican view education OR demographic view education OR tuition fees,detroit,5
2018-05-21,republican view education OR demographic view education OR tuition fees,rnc,4
2018-05-21,republican view education OR demographic view education OR tuition fees,mobility,4
2018-05-21,republican view education OR demographic view education OR tuition fees,biking,4
2018-05-21,republican view education OR demographic view education OR tuition fees,mueller,3
2018-05-21,republican view education OR demographic view education OR tuition fees,draintheswamp,3
2018-05-21,republican view education OR demographic view education OR tuition fees,maga,3
2018-05-21,republican view education OR demographic view education OR tuition fees,hopehicks,3
2018-05-21,republican view education OR demographic view education OR tuition fees,401k,3
2018-05-21,republican view education OR demographic view education OR tuition fees,acceptbitcoincash,2
2018-05-21,republican view education OR demographic view education OR tuition fees,bitcoincash,2
2018-05-21,republican view education OR demographic view education OR tuition fees,bchforeveryone,2
2018-05-21,republican view education OR demographic view education OR tuition fees,blkcreativesjobs,2
2018-05-21,republican view education OR demographic view education OR tuition fees,foodtruck,2
2018-05-21,republican view education OR demographic view education OR tuition fees,reignydayjobs,2
2018-05-21,republican view education OR demographic view education OR tuition fees,wi,1
2018-05-21,republican view education OR demographic view education OR tuition fees,pubtip,1
2018-05-21,republican view education OR demographic view education OR tuition fees,fail,1
2018-05-21,republican view education OR demographic view education OR tuition fees,news,1
2018-05-21,republican view education OR demographic view education OR tuition fees,sexwork,1
2018-05-21,republican view education OR demographic view education OR tuition fees,breakawaymichigan,1
2018-05-21,republican view education OR demographic view education OR tuition fees,woocommerce,1
2018-05-21,republican view education OR demographic view education OR tuition fees,thebrooksbrown,1
2018-05-21,republican view education OR demographic view education OR tuition fees,mutualfunds,1
2018-05-21,republican view education OR demographic view education OR tuition fees,lookingforward20fireinggop,1
2018-05-22,republican view education OR demographic view education OR tuition fees,morningjoe,33
2018-05-22,republican view education OR demographic view education OR tuition fees,mondaymotivation,6
2018-05-22,republican view education OR demographic view education OR tuition fees,obama,5
2018-05-22,republican view education OR demographic view education OR tuition fees,boycottnetflix,5
2018-05-22,republican view education OR demographic view education OR tuition fees,abetterdeal,5
2018-05-22,republican view education OR demographic view education OR tuition fees,detroit,3
2018-05-22,republican view education OR demographic view education OR tuition fees,mobility,2
2018-05-22,republican view education OR demographic view education OR tuition fees,impeachobama,2
2018-05-22,republican view education OR demographic view education OR tuition fees,biking,2
2018-05-22,republican view education OR demographic view education OR tuition fees,christiancoalition,1
2018-05-22,republican view education OR demographic view education OR tuition fees,reignydayjobs,1
2018-05-22,republican view education OR demographic view education OR tuition fees,justicenow,1
2018-05-22,republican view education OR demographic view education OR tuition fees,fbicorruption,1
2018-05-22,republican view education OR demographic view education OR tuition fees,healthcarecrisis,1
2018-05-22,republican view education OR demographic view education OR tuition fees,healthcare,1
2018-05-22,republican view education OR demographic view education OR tuition fees,caputo,1
2018-05-22,republican view education OR demographic view education OR tuition fees,disruptor50,1
2018-05-22,republican view education OR demographic view education OR tuition fees,download,1
2018-05-22,republican view education OR demographic view education OR tuition fees,travel,1
2018-05-22,republican view education OR demographic view education OR tuition fees,obamaclintongate,1
2018-05-22,republican view education OR demographic view education OR tuition fees,democrats,1
2018-05-22,republican view education OR demographic view education OR tuition fees,movie,1
2018-05-22,republican view education OR demographic view education OR tuition fees,newyork,1
2018-05-22,republican view education OR demographic view education OR tuition fees,movies,1
2018-05-22,republican view education OR demographic view education OR tuition fees,ca,1
2018-05-23,republican view education OR demographic view education OR tuition fees,brennan,5
2018-05-23,republican view education OR demographic view education OR tuition fees,mueller,5
2018-05-23,republican view education OR demographic view education OR tuition fees,goplies,4
2018-05-23,republican view education OR demographic view education OR tuition fees,morningjoe,4
2018-05-23,republican view education OR demographic view education OR tuition fees,gopfarmbill,4
2018-05-23,republican view education OR demographic view education OR tuition fees,saverural,4
2018-05-23,republican view education OR demographic view education OR tuition fees,thebrooksbrown,3
2018-05-23,republican view education OR demographic view education OR tuition fees,farmers,2
2018-05-23,republican view education OR demographic view education OR tuition fees,farmbill,2
2018-05-23,republican view education OR demographic view education OR tuition fees,removemonsantofromfood,2
2018-05-23,republican view education OR demographic view education OR tuition fees,fcc,2
2018-05-23,republican view education OR demographic view education OR tuition fees,emails,2
2018-05-23,republican view education OR demographic view education OR tuition fees,organic,2
2018-05-23,republican view education OR demographic view education OR tuition fees,foia,2
2018-05-23,republican view education OR demographic view education OR tuition fees,hobbyfam,1
2018-05-23,republican view education OR demographic view education OR tuition fees,comey,1
2018-05-23,republican view education OR demographic view education OR tuition fees,casco,1
2018-05-23,republican view education OR demographic view education OR tuition fees,pardon,1
2018-05-23,republican view education OR demographic view education OR tuition fees,broadcasters,1
2018-05-23,republican view education OR demographic view education OR tuition fees,tictoc,1
2018-05-23,republican view education OR demographic view education OR tuition fees,biking,1
2018-05-23,republican view education OR demographic view education OR tuition fees,monsanto,1
2018-05-23,republican view education OR demographic view education OR tuition fees,retweet,1
2018-05-23,republican view education OR demographic view education OR tuition fees,veterans,1
2018-05-23,republican view education OR demographic view education OR tuition fees,download,1
2018-05-24,republican view education OR demographic view education OR tuition fees,dextop,3
2018-05-24,republican view education OR demographic view education OR tuition fees,decentralizedexch,3
2018-05-24,republican view education OR demographic view education OR tuition fees,farmers,2
2018-05-24,republican view education OR demographic view education OR tuition fees,healthcarecrisis,2
2018-05-24,republican view education OR demographic view education OR tuition fees,maga,2
2018-05-24,republican view education OR demographic view education OR tuition fees,tictoc,2
2018-05-24,republican view education OR demographic view education OR tuition fees,studentofthegame,2
2018-05-24,republican view education OR demographic view education OR tuition fees,healthcare,2
2018-05-24,republican view education OR demographic view education OR tuition fees,draintheswamp,2
2018-05-24,republican view education OR demographic view education OR tuition fees,tokensale,1
2018-05-24,republican view education OR demographic view education OR tuition fees,campaining,1
2018-05-24,republican view education OR demographic view education OR tuition fees,adoptdontshop,1
2018-05-24,republican view education OR demographic view education OR tuition fees,fbicorruption,1
2018-05-24,republican view education OR demographic view education OR tuition fees,upstateny,1
2018-05-24,republican view education OR demographic view education OR tuition fees,d14n,1
2018-05-24,republican view education OR demographic view education OR tuition fees,blockchain,1
2018-05-24,republican view education OR demographic view education OR tuition fees,policies,1
2018-05-24,republican view education OR demographic view education OR tuition fees,republicanterroristparty,1
2018-05-24,republican view education OR demographic view education OR tuition fees,peepcoin,1
2018-05-24,republican view education OR demographic view education OR tuition fees,icos,1
2018-05-24,republican view education OR demographic view education OR tuition fees,news,1
2018-05-24,republican view education OR demographic view education OR tuition fees,farmbill,1
2018-05-24,republican view education OR demographic view education OR tuition fees,robbing,1
2018-05-24,republican view education OR demographic view education OR tuition fees,jamesclapper,1
2018-05-24,republican view education OR demographic view education OR tuition fees,removemonsantofromfood,1
2018-05-25,republican view education OR demographic view education OR tuition fees,studentofthegame,8
2018-05-25,republican view education OR demographic view education OR tuition fees,competition,2
2018-05-25,republican view education OR demographic view education OR tuition fees,fridayfeeling,2
2018-05-25,republican view education OR demographic view education OR tuition fees,giveaway,2
2018-05-25,republican view education OR demographic view education OR tuition fees,boroughbred,1
2018-05-25,republican view education OR demographic view education OR tuition fees,fees,1
2018-05-25,republican view education OR demographic view education OR tuition fees,crookingdinner,1
2018-05-25,republican view education OR demographic view education OR tuition fees,iadopted,1
2018-05-25,republican view education OR demographic view education OR tuition fees,decentralizedexch,1
2018-05-25,republican view education OR demographic view education OR tuition fees,1,1
2018-05-25,republican view education OR demographic view education OR tuition fees,lockherup,1
2018-05-25,republican view education OR demographic view education OR tuition fees,workerscomp,1
2018-05-25,republican view education OR demographic view education OR tuition fees,foreverhome,1
2018-05-25,republican view education OR demographic view education OR tuition fees,thebrooksbrown,1
2018-05-25,republican view education OR demographic view education OR tuition fees,justdesserts,1
2018-05-25,republican view education OR demographic view education OR tuition fees,dextop,1
2018-05-25,republican view education OR demographic view education OR tuition fees,annuities,1
2018-05-25,republican view education OR demographic view education OR tuition fees,volttech,1
2018-05-25,republican view education OR demographic view education OR tuition fees,ico,1
2018-05-25,republican view education OR demographic view education OR tuition fees,driversresponsibility,1
2018-05-25,republican view education OR demographic view education OR tuition fees,memorialday,1
2018-05-25,republican view education OR demographic view education OR tuition fees,volt,1
2018-05-25,republican view education OR demographic view education OR tuition fees,nycacc,1
2018-05-25,republican view education OR demographic view education OR tuition fees,workerscompensation,1
2018-05-25,republican view education OR demographic view education OR tuition fees,payingrapistsfordinner,1
2018-05-26,republican view education OR demographic view education OR tuition fees,lotteryonline,6
2018-05-26,republican view education OR demographic view education OR tuition fees,lotterypool,6
2018-05-26,republican view education OR demographic view education OR tuition fees,spendlessplaymore,6
2018-05-26,republican view education OR demographic view education OR tuition fees,lotteryclubs,6
2018-05-26,republican view education OR demographic view education OR tuition fees,megamillions,6
2018-05-26,republican view education OR demographic view education OR tuition fees,powerball,6
2018-05-26,republican view education OR demographic view education OR tuition fees,picksixsquare,6
2018-05-26,republican view education OR demographic view education OR tuition fees,fbi,2
2018-05-26,republican view education OR demographic view education OR tuition fees,footballsquares,1
2018-05-26,republican view education OR demographic view education OR tuition fees,freetommyrobinson,1
2018-05-26,republican view education OR demographic view education OR tuition fees,metoo,1
2018-05-26,republican view education OR demographic view education OR tuition fees,us,1
