Date,Category ,Summary,Link 
2018-06-06,Progress Michigan ,"Legalization of marijuana is going to ballot this November, a win for marijuana advocates. If it had been approved through legislature yesterday, it would've been open to changes. ",https://www.rollingstone.com/culture/news/michigans-marijuana-law-w521129
2018-06-06,Progress Michigan ,House legislators are expected to vote today on eliminating the prevailing wage for public construction projects. It currently requires contractors to pay workers union wages and benefits for state-funded construction projects .Union groups have urged legislators to vote no on the repeal and put it on the ballot for November.,https://www.detroitnews.com/story/news/local/michigan/2018/06/05/prevailing-wage-repeal-plan-vote/674973002/
2018-06-06,Progress Michigan ,"Koch brothers are opposing Trump tariffs, investing millions in a multi-year campaign pushing the benefits of free trade. They are urging the Trump administration to lift the recent tariffs on aluminum and steel imports as well as proposed tariffs on imports from China. The brothers have spent millions supporting conservative policies but don't quite see eye-to-eye with Trump.  ",https://www.bbc.com/news/business-44366737
2018-06-06,Michigan Gubernatorial Race,"[Macomb Forum] Both El-Sayed and Thanedar will be participating the Macomb democratic gubernatorial forum Monday night, speaking about their platforms. Whitmer is unable to attend. A GOP forum is also taking place, but Schuette will not be in attendance. ",http://www.macombdaily.com/government-and-politics/20180605/whitmer-schuette-to-skip-macomb-gubernatorial-forums
2018-06-07,Michigan Gubernatorial Race,[Rep: Schuette] Republican leaders of Michigan House of Representatives and Senate have asked Schuette to give an opinion stating the Michigan Civil Rights Commission overstepped its authority when it states discrimination complaints should also cover the LGBT community. His office has not yet responded. ,https://www.freep.com/story/news/politics/2018/06/06/lgbt-bill-schuette-michigan-civil-rights-commission/679206002/
2018-06-07,Progress Michigan ,Medicaid work requirement approved by Michigan House. It would require Michiganders to work 80 hours a month in order to receive Medicaid. ,https://www.freep.com/story/news/local/michigan/2018/06/06/medicaid-recipients-would-have-work-80-hours-month-under-bill/676634002/
2018-06-07,Progress Michigan ,Michigan Republicans repealed the prevailing wage law yesterday (for public construction projects). The vote was opposed by Democrats and union-backed labor groups. ,https://www.bridgemi.com/public-sector/michigan-republicans-repeal-prevailing-wage-law
2018-06-07,Michigan Gubernatorial Race,"[Dem: El-Sayed] El-Sayed has revealed his universal health care proposal. It involved raising taxes on large businesses and individuals to pay for a universal ""Michicare"" - estimated to save $5000 a year in health care related savings for the average Michigan family.",https://www.detroitnews.com/story/news/local/michigan/2018/06/06/el-sayed-universal-health-michigan/677394002/
2018-06-07,Michigan Gubernatorial Race,"[Rep: Colbeck] Detailed article about Colbeck, considered the most conservative candidate. It covers his history, stances on major issues and his distancing from the GOP following islamophobic comments made towards El-Sayed. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/06/patrick-colbeck-governor-republican-primary/613371002/
2018-06-07,Progress Michigan ,A bill reported out of a Senate committee Tuesday would exempt Michigan utilities from personal property taxes on their transmission lines and pipelines - claim it will protect Michigan electricity customers from higher rates. Opponents fear it could cost local governments $576.3 million annually within 10 years. ,https://www.freep.com/story/news/local/michigan/2018/06/05/michigan-senate-panel-tax-break-utilities/674681002/
2018-06-08,LCV,"Chemicals used to water-proof clothing, shoes, carpeting, non-stick cookware and fire fighting foam have been found to be contaminating 23 sites near Clinton River and Lake St. Clair in St. Clair and Macomb counties Michigan. ""We call them legacy pollution,"" said Bob Allison, deputy director of the Michigan League of Conservation Voters. ""Forever chemicals. These things don't go away.""",thetimesherald.com
2018-06-08,Progress Michigan,"Schuette is saying that ""Michigan […] is last in the nation in third-grade reading"" - based on a misinterpretation of one line in the introduction to one report, with no data to back it up. The average fourth-grader in Michigan is reading at a grade level 1.5 grades lower than the average Massachusetts fourth-grader, according to the National Assessment of Educational Progress, as one example. And Michigan ranks in the bottom third of states nationally in most subjects and grades tested by NAEP.",michiganradio.org
2018-06-08,Progress Michigan,"Michigan AG Schuette debuts new OK2SAY initiative, a 4-year old program that will unveil a new feature - student ambassadors. The program aims to bring kindness, inclusion, and awareness activities and ideas into schools.",upnorthlive.com
2018-06-08,Progress Michigan,"Democratic members of the House Committee on Education and the Workforce are calling on Education Secretary Betsy DeVos to explain how the school safety commission that she chairs will study gun violence as part of its work. The commission, which was set up after the deadly shooting in Parkland, Florida, would not focus on how guns contribute to school violence.",cnn.com
2018-06-08,Progress Michigan,"The Republican-led Michigan Legislature on Thursday gave final approval to a bill requiring able-bodied adults in the state's Medicaid expansion program to meet work or job-related requirements, sending it to Gov. Rick Snyder for his expected signature. By 2020, adults age 18 to 62 would have to show workforce engagement averaging 80 hours a month — through work, school, job or vocational training, an internship, substance abuse treatment or community service. ",abcnews.go.com
2018-06-08,Planned Parenthood,"At a press conference held Thursday outside the Capitol Building, the members of Congress, along with pro-life group Live Action, asked the Department of Health and Human Services to investigate Planned Parenthood and other Title X fund recipients to determine if there is a widespread practice of covering up sexual abuse.",catholicregister.org
2018-06-11,Michigan Gubernatorial Race ,"[Dem: Whitmer] Whitmer released a new 11-page education policy platform calling for more state spending to phase in universal preschool, give districts extra money to hire additional literacy coaches, hire more counselors and potentially increase educator pay.",https://www.detroitnews.com/story/news/local/michigan/2018/06/08/whitmer-give-michigan-teachers-raise/685938002/
2018-06-11,LCV ,DTE announces plans to open another plan that would emit pollution in East China Township. Residents have different views about the new facility (to be completed by 2022) - it was okayed by the Michigan Public Service Commission despite opposition from a number of environmental groups. ,https://www.detroitnews.com/story/news/local/michigan/2018/06/11/dte-natural-gas-plant-michigan-dissent-support/652401002/
2018-06-11,Michigan Gubernatorial Race ,"[Rep: Schuette] Schuette writes article highlighting the need for ethics reform in Michigan - calling for stricter ethics laws and stating, as governor, he would make reforms happen. ",http://www.hollandsentinel.com/news/20180515/bill-schuette-michigan-needs-strong-ethics-reforms
2018-06-11,Progress Michigan ,Michigan Progressive Summit is happening on June 16th in Flint - an event for progressive activists in Michigan to network and skill-build. ,http://themichigansummit.org/
2018-06-11,Progress Michigan ,"One Fair Wage, a proposal to incrementally raise the minimum wage to $12 by 2022, could appear on the general election ballot in November. The law would highly impact the restaurant industry. Currently, tip credit allows employers to pay tipped employees as little as $3.52 an hour. Tipping culture also adversely impacts women and POC. Opposition (including the Michigan Restaurant Association) claim it would increase restaurant owners’ labor costs by 241% and could mean huge job loss. ",https://www.freep.com/story/entertainment/dining/mark-kurlyandchik/2018/06/08/restaurant-tips-michigan-ballot-one-fair-wage-roc/682109002/
2018-06-11,LCV ,Residents in Grand Rapids are calling for an investigation into soil quality after generations of high cancer rates. The local Butterworth landfill has a history of soil contamination and has been previously investigated by the EPA. ,http://www.mlive.com/news/grand-rapids/index.ssf/2018/06/after_3_generations_of_cancer.html#incart_river_index
2018-06-12,LCV ,Environmentalists planning to speak out today about the dangers of Line 5 prior to Enbridge releasing an alternatives report this week. Enbridge is expected to support the utility tunnel method. ,http://www.9and10news.com/2018/06/12/environmentalists-to-speak-out-about-replacement-plans-of-enbridge-line-5/
2018-06-12,Michigan Gubernatorial Race,"[Dem: Whitmer] Build a Better Michigan, a group aligned with  Whitmer, launched today a five-week, $1.8 million advertising campaign putting her in television ads for the first time this cycle. These are ""issue ads"" featuring Whitmer but not directly advocating for her election. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/12/whitmer-featured-1-8-m-tv-ad-campaign/693550002/
2018-06-13,Michigan Gubernatorial Race,"[Dem: El-Sayed] El-Sayed announces plan to reduce auto insurance rates by prohibiting insurers from using non-driving factors to determine rates, creating a “Truth in Insurance Commission” to oversee the industry, capping hospital charges and restricting attorney access to accident reports.
",https://www.detroitnews.com/story/news/local/michigan/2018/06/13/el-sayed-auto-insurance-reforms/697353002/
2018-06-13,LCV,"Enbridge to release alternatives report this Friday, expected to support a utility tunnel. Environmentalists still oppose this approach. ",http://michiganradio.org/post/ahead-enbridge-report-experts-say-tunnels-are-not-solution
2018-06-13,Michigan Gubernatorial Race,"[Rep: Calley] In depth interview with Calley. Topics include: education as his top priority, increasing school security to combat school shootings, creating more jobs will allow more people to have health insurance coverage and how Michigan can deal with water contamination. ",http://michiganradio.org/post/checking-2018-gubernatorial-candidates-brian-calley
2018-06-13,LCV,"A bill that would create ""citizen panels"" of people with special interest and expertise in different areas and allow them to oversea decisions made by the MDEQ has been approved by Senate. Opponents argue the panels would be made of industry officials who want to have a say  in environmental policy and regulation - a clear conflict of interest. ",https://www.freep.com/story/news/2018/06/12/controversial-environmental-review-bills-headed-gov-snyder/696642002/
2018-06-13,Progress Michigan ,"Changes to the state budget detail how Michigan's lowest performing schools will face consequences if they don't meet specific measurable academic outcomes within a specified time frame. Consequences include the closure of schools or schools being ""reconstituted"" if academic improvement goals aren't met. ",http://www.mlive.com/news/index.ssf/2018/06/state_budget_clarifies_consequ.html#incart_river_index
2018-06-14,Michigan Gubernatorial Race,"[Dem: Whitmer] Americans for Prosperity, a conservative group funded by the Koch brothers, has launched a $1.7M television ad campaign attaching Whitmer and linking her to Granholm. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/13/americans-prosperity-attacks-gretchen-whitmer-tv-ad-campaign/698673002/
2018-06-14,Michigan Gubernatorial Race,"[Rep: Hines] Hines is embracing his position as a outsider in the republican race. This article gives an in depth look at his background, career and reasons behind running for office. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/14/governor-michigan-jim-hines-republican/623272002/
2018-06-14,LCV,"Michigan residents are still concerned over PFA levels in the water. Studies have shown that PFAs toxins pose a threat to drinking water when they accumulate in groundwater and can have adverse health affects. Reports have speculated that the EPA is sitting on a study about the harmful effects of PFAs contaminants because the White House deems it a “public relations nightmare."" ",http://michiganradio.org/post/epa-sitting-study-about-harmful-effects-pfas-contaminants
2018-06-14,Planned Parenthood,"A federal judge ruled in favor of two Michigan Christian colleges on Tuesday, allowing them to avoid paying for abortion-related healthcare under an Obama-era mandate. The mandate required health insurance providers, including universities, to supply access to family planning resources including abortions and birth control. ",https://www.freep.com/story/news/local/michigan/2018/06/13/cornerstone-university-abortion-pill-lawsuit/698548002/
2018-06-14,LCV,Michigan will finalize the country's toughest lead drinking water rules today. The new rules from the DEQ would lower lead action levels to 12 parts per billion starting in 2025 and require communities across the state to remove all lead service lines. The rule change was initiated in the wake of the Flint water crisis. ,https://www.detroitnews.com/story/news/local/michigan/2018/06/14/michigan-strictest-lead-water-rules-america/699135002/
2018-06-14,Progress Michigan ,"Figures released Wednesday show Michigan's unemployment rate was at it's lowest level since last August. Total employment increased by 10,000 during the month of May and the number of unemployed in Michigan fell by 5,000. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/13/unemployment-rate-michigan/36005427/
2018-06-14,Michigan Gubernatorial Race,"[Rep: Schuette] This Friday Mike Pence is attending a fundraiser for Schuette in Michigan. The ""Make Michigan Win Again"" event is starting at noon in Birmingham. ",https://www.wxyz.com/news/vp-mike-pence-coming-to-michigan-to-support-schuette-for-governor
2018-06-14,Planned Parenthood,Michigan’s Republican-led Legislature on Tuesday approved a $56.8 billion budget for next year that seeks to cut aid for Planned Parenthood despite a warning from Snyder the ban may be unconstitutional. The language around PP prohibits the Michigan Department of Health and Human Services from contracting for non-abortion family planning and reproductive services with an entity that also performs abortions. Senate Democrats who still voted for spending bill are confident the governor will declare the Planned Parenthood provision unenforceable,https://www.detroitnews.com/story/news/local/michigan/2018/06/12/michigan-bans-aid-planned-parenthood/694208002/
2018-06-15,Michigan Gubernatorial Race,"[Rep: Schuette] Bridge Truth Squad examines Schuette's claims that he opposed Obama era environmental protections. Schuette was involved in two lawsuits — one of which he spearheaded — in which he supported the position of coal-fired power plants, whose emissions, studies say, can cause asthma and other health effects.",https://www.bridgemi.com/michigan-truth-squad/michigan-truth-squad-bill-schuettes-record-pollution-under-fire
2018-06-15,Progress Michigan ,"A group of conservative advocates, including Colbeck, have proposed a new social studies curriculum standard for K-12. The new guide removes climate change as a mandatory teachable and sections where teachers are urged to discuss the accomplishments and setbacks of minority groups. Democrats are calling the new standards ""revisionist history."" ",http://www.mlive.com/news/index.ssf/2018/06/lawmakers_call_proposed_social.html#incart_river_index
2018-06-15,Michigan Gubernatorial Race,"Mlive, a prominent Michigan news source, has partnered with League of Women Voters of Michigan to provide candidate information and other voting resources to our Michigan readers. The group is a nonpartisan, political organization that encourages informed and active participation in government. ",http://www.mlive.com/news/index.ssf/2018/06/mlive_partners_with_league_of.html#incart_river_index
2018-06-15,Progress Michigan ,"A number of Michigan communities have filed lawsuits against  opioid manufacturers, arguing that they aggressively promoted their products by falsely claiming the drugs aren't addictive. The 1995 Michigan Product Liability Act grants pharmaceutical companies nearly absolute immunity from lawsuits filed by consumers and was co-sponsored by Schuette who was a state senator at the time. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/15/michigan-law-shields-opioid-lawsuits/649577002/
2018-06-15,Michigan Gubernatorial Race,[Dem: Whitmer] Short interview and overview of Whitmer and her platform. ,https://fox17online.com/2018/06/14/get-to-know-the-candidates-gretchen-whitmer/
2018-06-15,Michigan Gubernatorial Race,"[Dem: El-Sayed] Crain's Detroit Business column about Abdul El-Sayed sparked clashes on social media over whether he inflates his professional status. His doctor credentials are a focal point of his campaign, but he's never actually practiced as a post-medical school doctor. ",http://www.deadlinedetroit.com/articles/20001/update_candidate_abdul_el-sayed_s_use_of_doctor_stirs_feisty_fray#.WyPBDBMrJZ0
2018-06-15,LCV,"Bridge Truth Squad tackles claims made on the League of Conservation Voters site attacking Schuette's stance on Line 5. The article calls the claims ""mostly accurate"" as Schuette could argue in court for a Line 5 shutdown but hasn’t. However, they point out the site could have extra context that a shutdown would require a court order, and that Schuette has still been involved in negotiations concerning Line 5’s safety. ",https://www.bridgemi.com/michigan-truth-squad/michigan-truth-squad-bill-schuette-talks-tough-line-5-pipeline
2018-06-18,Michigan Gubernatorial Race,"[Rep: Schuette] Pence visited Michigan Friday in support of Schuette. Small protests awaited them at both stops, representatives from both Progress Michigan and Planned Parenthood were present at the protests. ",https://www.freep.com/story/news/local/michigan/2018/06/15/pence-michigan-schuette-tax-plan-rewold-son/706672002/
2018-06-18,LCV ,"Michigan has been highly impacted by global warming, particularly the Lower Peninsula, which since 1988 has experienced a 2.16-degree Fahrenheit temperature increase. The higher temperatures have impacted the tourism industry, forcing a shorter winter ski season. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/18/global-warming-michigan-temperature-increase-16th-highest-among-lower-48-states/705633002/
2018-06-18,LCV ,"The report from Enbridge delivered to Snyder on Friday claims a new tunnel underneath the straits is a viable option to replace line 5 after undergoing a feasibility study. The tunnel is the costliest option, requiring up to $500 million and up to six years to complete, but was also deemed the least environmentally risky. LCV criticized the company's failure to consider a replacement option outside of the straits. ",http://www.mlive.com/news/grand-rapids/index.ssf/2018/06/enbridge_says_line_5_tunnel_vi.html#incart_river_index
2018-06-18,Michigan Gubernatorial Race,"Michigan Democrats have introduced a bill that would change the voting age to 16, inspired by the outpouring of young activism following the Parkland shooting. The bill is unlikely to get a hearing or vote in the GOP-controlled House and Senate, but could become a talking point during the upcoming election season.",https://www.freep.com/story/news/local/michigan/2018/06/17/democrats-new-bills-legal-voting-age-16/699459002/
2018-06-18,Michigan Gubernatorial Race,The first Democrat-only televised debate is happening this Wednesday. The three candidates will tout their agendas to a broader audience. Whitmer is expected to announce her own health care plan. ,https://www.thenewstribune.com/news/business/article213305194.html
2018-06-18,LCV ,Legislation proposing Michigan drop its stringent ballast water discharge rules and adopt federal regulations for ocean freighters was approved by the House this week. Environmentalists are urging Snyder to veto the bill over concerns of invasive species. ,https://www.detroitnews.com/story/news/local/michigan/2018/06/17/michigan-ballast-water-rules-backlash/702178002/
2018-06-19,Progress Michigan ,"Trump's zero tolerance immigration policy is a divisive topic right now, causing a rift between Republicans. It's impacts are felt in Michigan where two Michigan foster care agencies hold contracts with the federal government and are licensed to find foster homes for immigrant children separated from their families. ",https://www.freep.com/story/news/local/michigan/2018/06/19/immigrant-children-michigan-foster-care/711174002/
2018-06-19,Michigan Gubernatorial Race,"[Dem: Whitmer] Whitmer has snagged some key endorsements in her run for governor - Macomb County Sheriff,  Prosecutor and Executive have chosen to back her. ",https://www.wsjm.com/2018/06/18/key-endorsements-for-whitmer/
2018-06-19,Planned Parenthood,"Teen births have hit a record low in Michigan, as a decades-long trend downwards continues to accelerate, based on state data. Experts credit a number of factors for the decline including the use of more effective birth control. ",https://www.mlive.com/expo/news/erry-2018/06/a0b5c8e9c53544/teen_births_continue_to_plumme.html#incart_river_index
2018-06-19,LCV,"Wolverine World Wide has begun to sample soil, sediment and groundwater at their former tannery to determine how toxic the property is following an order from the EPA. Sediment testing in a nearby river found elevated levels of arsenic, lead and mercury. The site was found to have high PFA levels in November. ",http://www.mlive.com/news/grand-rapids/index.ssf/2018/06/more_contamination_testing_beg.html
2018-06-20,Michigan Gubernatorial Race,"Whitmer and El-Sayed are the first candidates to ask for public financing ahead of the primary. Schuette, Calley and Colbeck have each told the state they could make similar requests in the next seven weeks. Michigan makes public funding available to all gubernatorial candidates, who can typically qualify for up to $990,000 for the primary in a 2-1 match on donations made by state residents. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/19/whitmer-abdul-public-funding-governor/711837002/
2018-06-20,Progress Michigan ,"Launch Michigan, a new effort launching in Michigan, includes more than 30 organizations representing labor, business, philanthropy, education and community. Their purpose is to support strategies that have been proven by research to deliver effective education to students, and stick with them beyond election cycles.",https://www.freep.com/story/news/education/2018/06/20/unlikely-leaders-try-fix-michigan-schools/715523002/
2018-06-20,Progress Michigan ,"Not a single teacher or member of the public spoke in favor of the proposed changes to Michigan's social studies curriculum at the listening session hosted by the Michigan Department of Education. Many were outraged at the possibility of removing mentions of Islam, civil rights efforts of minorities and the word 'democratic' from the civics adage 'core democratic values.",https://www.mlive.com/news/flint/index.ssf/2018/06/michigan_teachers_debate_propo.html
2018-06-20,Michigan Gubernatorial Race,"Tonight the Democratic candidates are debating. The three agree on many issues, like raising the minimum wage to $15 an hour, spending more on roads and other infrastructure, shutting down the pipelines in the straits and repealing the state's emergency manager law. But there are also many differences which should make for an interesting debate tonight - including their healthcare proposals and how they will approach taxes.",https://www.lansingstatejournal.com/story/news/local/michigan/2018/06/17/democrats-unveil-new-policies-before-gubernatorial-primary/708536002/
2018-06-20,Progress Michigan ,"Michigan Department of Civil Rights releases a statement regarding the zero tolerance immigration policy after receiving an influx of children from the border, some as young as 3 months of age. In the statement they describe their opposition to the forced separation of children from their parents. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/20/michigan-sees-young-children-separated-parents/717672002/
2018-06-21,Michigan Gubernatorial Race,"Summary of Democratic Debate:  Candidates found common ground on a number of topics - shutting down line 5, legalizing marijuana and ending family separation at the border (*which Trump ended Wednesday). Candidates discussed different approaches to healthcare, how they would pay to fix Michigan's infrastructure problems and how to improve gun control. Whitmer had a strong performance. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/20/whitmer-el-sayed-thanedar-debate-michigan-governor-democrats/718743002/
2018-06-21,Michigan Gubernatorial Race,"[Rep: Schuette] Michigan GOP addressed an email sent out that appeared to show the state party supporting Scheutte's run for governor, stating the email was sent out with MRP's knowledge. The Michigan Republican Party does not endorse in open and contested primaries. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/21/michigan-republican-chairman-disavow-schuette-email/719480002/
2018-06-21,Michigan Gubernatorial Race,"[Rep: Schuette] Schuette has released an attack ad on Calley, targeting his time at Harvard as ""wasting taxpayers time and money"". The ad said Calley, who serves as president over the Senate, collected his roughly $123,900 salary while missing one-third of Senate session days in 2013 and 2014.",https://www.detroitnews.com/story/news/local/michigan/2018/06/21/michigan-republican-chairman-disavow-schuette-email/719480002/
2018-06-21,Michigan Gubernatorial Race,"[Rep: Calley]  Calley came out with a new ad featuring two victims of former Michigan State University sports doctor Larry Nassar. In the 30-second commercial released less than a week after Calley signed sexual assault statute of limitation extensions into law, victims of Nasser praised Calley who “listened,” “while some politicians grandstanded.”",https://www.detroitnews.com/story/news/local/michigan/2018/06/21/michigan-republican-chairman-disavow-schuette-email/719480002/
2018-06-21,Progress Michigan ,"Hundreds of gun rights activists from across Michigan gathered at the Capitol yesterday to demonstrate their right to openly carry their guns and advocate for protecting the Second Amendment during the annual Second Amendment March. Schuette, Calley and Colbeck were all in attendance and spoke at the event. ",https://www.mlive.com/expo/news/erry-2018/06/f1e78e28087335/hundreds_of_gun_carrying_michi.html
2018-06-22,Planned Parenthood,"The 2019 state budget signed by Snyder won't shift federal money for pregnancy prevention and family planning services away from Planned Parenthood. The budget, which had been approved by the Legislature, would have moved federal Title X money for family planning services to health clinics and county health departments that do not provide abortions.",https://www.freep.com/story/news/2018/06/22/planned-parenthood-budget/722675002/
2018-06-22,Planned Parenthood,Though research has shown that abstinence-only sex education is highly ineffective — and can even be harmful — there are schools across the country that continue to teach it. Planned Parenthood has now filed a lawsuit against the Department of Health and Human Services official responsible for pushing abstinence-only education on American students.,https://hellogiggles.com/news/planned-parenthood-suing-valerie-huber-abstinence-only-sex-ed-trump/
2018-06-22,Progress Michigan ,"Michigan officials claim they have no involvement in tracking 54 immigrant children placed in foster care in the state after being separated from their families at the U.S.-Mexico border. Snyder made a statement that no state agency has been provided with names, ages or any other identifying information about the children, so they are ""unable to track where they are placed or how they are cared for.""",https://www.mlive.com/news/index.ssf/2018/06/state_claims_it_cant_track_54.html
2018-06-22,Progress Michigan ,Protests against immigration tactics under Trump are being planned throughout the state of Michigan. There has been bipartisan backlash to family separation and a large number of Republicans have opposed Trump on the policy. ,https://www.mlive.com/news/index.ssf/2018/06/family_separation_protests_pla.html#incart_river_index
2018-06-25,Progress Michigan ,"Michigan energy suppliers say proposed actions by the Trump administration to declare an energy state of emergency are unnecessary and could lead to higher electric bills for customers. Trump is moving to slow the shutdown of nuclear and coal power plants, making good on his campaign promise to save the coal industry. ",https://www.detroitnews.com/story/business/2018/06/25/donald-trump-energy-department-coal-nuclear-energy-michigan-residents/704012002/
2018-06-25,Michigan Gubernatorial Race,"[Dem: Thanedar] David Bullock, a pastor and lead campaign manager for Thanedar was arrested Sunday for allegedly interfering with a police investigation. In a statement Thanedar said he supported Bullock and demanded an investigation of the officers involved in the arrest.",https://www.detroitnews.com/story/news/local/michigan/2018/06/25/highland-park-pastor-thanedar-campaign-manager-arrested/730090002/
2018-06-25,Michigan Gubernatorial Race,"Reminder: Thursday, June 28, WDIV-Local 4 and the Michigan Republican Party will host ""Decision 2018: Republican Gubernatorial Debate"" with the four leading GOP candidates for Michigan governor. ",https://www.clickondetroit.com/michigan-elections/watch-michigan-democratic-debate-for-governor
2018-06-25,Michigan Gubernatorial Race,"[Dem: Whitmer] The Michigan Republican Party has asked officials to investigate whether the group Build a Better Michigan violated state campaign finance laws by running $1.8 million in television ads that feature Whitmer. The GOP argues that the ads go beyond ""issue advocacy"" by identifying Whitmer as a candidate for governor. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/20/michigan-gop-complaint-whitmer-ad/718870002/
2018-06-25,Progress Michigan ,"A 2016 report commissioned by Snyder estimated a nearly $4 billion annual investment gap on addressing infrastructure improvements and maintenance in the state, but little has been done since then to seriously address the gap. This article provides a more in depth look at road, broadband and water system issues in Michigan. ",https://www.mlive.com/news/index.ssf/2018/06/michigan_beyond_infrastructure.html#incart_river_index
2018-06-25,Michigan Gubernatorial Race,"[Dem: Thanedar] An interesting look at the similarities  in Thanedar's running tactics and those of Trump: ""A wealthy first-time candidate prone to lofty, unverifiable claims vaulting to the top of the polls in a high-profile race by wrapping himself in the cloak of a movement he had little connection to before his campaign launch."" ",https://www.politico.com/magazine/story/2018/06/24/shri-thanedar-profile-michigan-governor-2018-218831
2018-06-26,Progress Michigan ,"Snyder signs Medicaid Work Bill into law, requires able-bodied adults to show workforce engagement averaging 80 hours a month, such as a job, school, vocational training, an internship, substance abuse treatment or community service.",https://www.freep.com/story/news/politics/2018/06/22/medicaid-work-requirement-michigan/726809002/
2018-06-26,Michigan Gubernatorial Race,"Round up of political ads: Whitmer's first TV ad began airing yesterday - touching on things like raising minimum wage, expanding Medicaid and ""fixing the damn roads."" Hines releases a number of animated online videos, one depicts Calley and Schuette as swamp creatures. Schuette and Calley continue to run attack ads against each other. ",https://www.mlive.com/expo/news/erry-2018/06/e1a3ec16149944/gretchen_whitmer_up_with_first.html#incart_river_index
2018-06-26,Progress Michigan ,"Protesters gathered outside ICE office in Detroit yesterday with the hope of shutting it down. The protest is one of several ""Occupy ICE"" demonstrations that have popped up around the country in the wake of the zero tolerance immigration policy.",https://www.metrotimes.com/news-hits/archives/2018/06/25/occupy-ice-protesters-attempt-to-shut-down-detroit-office
2018-06-27,Planned Parenthood,"Supreme Court sides with Crisis Pregnancy Centers in ruling that blocks a California law requiring these centers share basic information about the availability of family planning services, prenatal care, and abortion. ",https://www.cnn.com/2018/06/26/politics/supreme-court-abortion-california-ruling/index.html
2018-06-27,Progress Michigan ,Supreme Court upholds Trump's travel ban from predominantly Muslim countries - the decision is a big win for the administration. ,https://www.nbcnews.com/politics/supreme-court/supreme-court-upholds-trump-travel-ban-n873441
2018-06-27,Progress Michigan ,Democrats in the state House want to get rid of a law passed by Schuette that protects drug companies that knowingly make or sell harmful drugs. Michigan has been in an opioid crisis for years and many Michigan communities are in the middle of lawsuits against opioid makers. ,http://michiganradio.org/post/house-democrats-introduce-plan-repeal-drug-liability-law
2018-06-27,Progress Michigan ,"A township in Southwest Michigan, Oshtemo, has passed a resolution denouncing the indefinite detention of families at the southern U.S. border. The resolution carries no legal weight, but asks the federal government to treat all people respectfully and humanely regardless of citizenship, immediately reunite families separated at the border, respect due process and cease discrimination based on religion.",https://www.mlive.com/news/kalamazoo/index.ssf/2018/06/michigan_township_denounces_de.html#incart_river_index
2018-06-27,Michigan Gubernatorial Election,"Schuette has launched a petition in support of the Supreme Court ruling to uphold Trump's travel ban, tweeting: ""Yesterday, the Supreme Court upheld President Trump's authority to secure our borders and provide the necessary safety to Americans that has been ignored by past administrations. Join me in supporting this important decision by signing my petition today.""",https://twitter.com/SchuetteOnDuty/status/1012022762473512960
2018-06-28,Michigan Gubernatorial Race,"[Dem: Whitmer] An in depth article looking at Whitmer positing her as the establishment front runner for the Democratic nomination since she has secured endorsements of most traditional unions and party leaders. However, her polling lead has evaporated in her wait to run television ads. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/27/gretch-whitmer-profile-michigan-governor/698088002/
2018-06-28,Michigan Gubernatorial Race,[Rep: Schuette] Schuette is seeking to stop a proposal on the November ballot that aims to alter how the state draws political boundaries. The proposal would create an independent redistricting commission to redraw congressional and legislative maps every 10 years. ,https://www.detroitnews.com/story/news/local/michigan/2018/06/26/schuette-redistricting-proposal-ballot/736710002/
2018-06-28,Progress Michigan ,"Supreme Court makes ruling in Janus case - government workers who choose not to join a union cannot be charged for the cost of collective bargaining. Michigan, and Schuette, sided with Janus in the case. The decision overrules a 40-year-old precedent in a Michigan case, Abood v. Detroit Board of Education, which unanimously upheld mandatory public-sector union fees. ",https://www.detroitnews.com/story/news/local/michigan/2018/06/27/supreme-court-ruling-union-fees/690076002/
2018-06-28,Progress Michigan ,"Protesters shut down a Kent County commission meeting in an attempt to address the board about on an ICE contract with the Kent County Jail. The contract, signed in 2012 and renewed in late 2017, allows the jail to charge ICE for each day it holds a person with a detainment request. They can be held for up to 3 days until ICE officers pick them up for possible immigration proceedings.",https://www.mlive.com/news/grand-rapids/index.ssf/2018/06/ice_protesters_shut_down_kent.html#incart_river_index
2018-06-28,Michigan Gubernatorial Race,"[Dem: Thanedar] Thanedar has released three new ads to air across Michigan. The subjects of these ads are: the influence of big money in Lansing, voter apathy towards establishment candidates, and Michigan's crumbling infrastructure. ",https://www.prnewswire.com/news-releases/democratic-gubernatorial-candidate-shri-thanedar-launches-new-tv-ads-in-markets-across-michigan-300674033.html
