Date,Query,postdate,Content,Estimated Retweets in MI,Source
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T12:04:03-04:00,Scott Pruitt Claims Misappropriated EPA Funds Would Have Only Been Wasted On Dumb Shit Like Clean Water‚Ä¶ https://t.co/PCON6vhOBO,13,http://twitter.com/TheOnion/statuses/1004393491827486720
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T12:37:32-04:00,@CNN @POTUS Taxes have been cut. The economy is growing. Unemployment is down to 3.8%. Gorsuch is on #SCOTUS. ISIS‚Ä¶ https://t.co/3nnXeMqFk6,10,http://twitter.com/Jim_Jordan/statuses/1004401917349507073
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T12:37:32-04:00,@CNN @POTUS Taxes have been cut. The economy is growing. Unemployment is down to 3.8%. Gorsuch is on #SCOTUS. ISIS‚Ä¶ https://t.co/3nnXeMqFk6,10,http://twitter.com/Jim_Jordan/statuses/1004401917349507073
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T12:44:12-04:00,Nick Castellanos wanted ‚Äúthree million bucks.‚Äù Michael Fulmer was still set on going to Arkansas with his high scho‚Ä¶ https://t.co/UewWn21Hoq,3,http://twitter.com/JordanHorrobin/statuses/1004403594018349058
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T12:44:12-04:00,Nick Castellanos wanted ‚Äúthree million bucks.‚Äù Michael Fulmer was still set on going to Arkansas with his high scho‚Ä¶ https://t.co/UewWn21Hoq,3,http://twitter.com/JordanHorrobin/statuses/1004403594018349058
2018-06-06,"(""republicans"" OR ""republican"")",2018-06-06T12:45:54-04:00,The only thing more disgraceful than Trump's disregard for the Constitution and the rule of law is Congressional Re‚Ä¶ https://t.co/AOYvMgUuUa,34,http://twitter.com/NathanLerner/statuses/1004404022613245952
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T12:55:40-04:00,This is dope! @umichLSA @UMich who funding us to do one of these?! https://t.co/DGv5ykxPkU,7,http://twitter.com/ZayBoomin/statuses/1004406479850561536
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T12:55:40-04:00,This is dope! @umichLSA @UMich who funding us to do one of these?! https://t.co/DGv5ykxPkU,7,http://twitter.com/ZayBoomin/statuses/1004406479850561536
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T12:55:40-04:00,This is dope! @umichLSA @UMich who funding us to do one of these?! https://t.co/DGv5ykxPkU,7,http://twitter.com/ZayBoomin/statuses/1004406479850561536
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T12:55:40-04:00,This is dope! @umichLSA @UMich who funding us to do one of these?! https://t.co/DGv5ykxPkU,7,http://twitter.com/ZayBoomin/statuses/1004406479850561536
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T12:57:34-04:00,"I stand on a busy street corner with a sign almost every single day that says

""3.6 Million black kids in poverty.‚Ä¶ https://t.co/FIq3Qff8JD",11,http://twitter.com/ScottPresler/statuses/1004406960186413056
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T12:57:34-04:00,"I stand on a busy street corner with a sign almost every single day that says

""3.6 Million black kids in poverty.‚Ä¶ https://t.co/FIq3Qff8JD",11,http://twitter.com/ScottPresler/statuses/1004406960186413056
2018-06-06,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR ""incinerator"" OR ""emissions"" OR ""greenhouse emissions"" OR (""detroit"" AND ""incinerator""))",2018-06-06T12:58:37-04:00,"Alex Thompson @REI ‚ÄúYou can‚Äôt love to paddle and not care about clean water, you can‚Äôt be a hiker and not care abou‚Ä¶ https://t.co/9whrIP04Vd",2,http://twitter.com/ericaoca/statuses/1004407222074466304
2018-06-06,"((""air"" AND (""clean"" OR ""quality"" OR ""pollution"" OR ""smoke"" OR ""smog"")) OR ""asthma"" OR ""incinerator"" OR ""emissions"" OR ""greenhouse emissions"" OR (""detroit"" AND ""incinerator""))",2018-06-06T12:58:37-04:00,"Alex Thompson @REI ‚ÄúYou can‚Äôt love to paddle and not care about clean water, you can‚Äôt be a hiker and not care abou‚Ä¶ https://t.co/9whrIP04Vd",2,http://twitter.com/ericaoca/statuses/1004407222074466304
2018-06-06,"""planned parenthood""",2018-06-06T13:01:57-04:00,"When I went undercover into Planned Parenthood posing as a 13-year-old with a ""boyfriend"" in his 20s or 30s, worker‚Ä¶ https://t.co/MhMmMeIJV4",8,http://twitter.com/LilaGraceRose/statuses/1004408062688538624
2018-06-06,"""trump""",2018-06-06T13:05:16-04:00,SCOOP: When Trudeau pressed Trump on national security justification for tariffs on Canada Trump responded: ‚Äúdidn‚Äôt‚Ä¶ https://t.co/Zza7RAwGG5,19,http://twitter.com/Acosta/statuses/1004408894301593600
2018-06-06,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction""))",2018-06-06T13:22:49-04:00,Results of repealing prevailing wage: lower wages for hardworking Michiganders &amp; low quality infrastructure at a ti‚Ä¶ https://t.co/YNiV4DTaRS,9,http://twitter.com/MIHouseDems/statuses/1004413310769475584
2018-06-06,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction""))",2018-06-06T13:22:49-04:00,Results of repealing prevailing wage: lower wages for hardworking Michiganders &amp; low quality infrastructure at a ti‚Ä¶ https://t.co/YNiV4DTaRS,9,http://twitter.com/MIHouseDems/statuses/1004413310769475584
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T13:23:47-04:00,"In February 2018, Dianne Feinstein got on stage to announce her run to a room full of Bernie bigots.

And despite h‚Ä¶ https://t.co/Tln9a5urby",6,http://twitter.com/Selena_Adera/statuses/1004413556413083655
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T13:23:47-04:00,"In February 2018, Dianne Feinstein got on stage to announce her run to a room full of Bernie bigots.

And despite h‚Ä¶ https://t.co/Tln9a5urby",6,http://twitter.com/Selena_Adera/statuses/1004413556413083655
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T13:24:06-04:00,1. So a pretty big deal study about changes to hurricanes under global warming -- changes that have apparently *alr‚Ä¶ https://t.co/3BkjvnbOQs,4,http://twitter.com/chriscmooney/statuses/1004413636444553220
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T13:24:06-04:00,1. So a pretty big deal study about changes to hurricanes under global warming -- changes that have apparently *alr‚Ä¶ https://t.co/3BkjvnbOQs,4,http://twitter.com/chriscmooney/statuses/1004413636444553220
2018-06-06,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction""))",2018-06-06T13:36:07-04:00,Who‚Äôs ever heard of road construction getting started late and finishing early? Ì†ΩÌ∫ßÌ†æÌ¥î I‚Äôm talking to TC residents and‚Ä¶ https://t.co/9zk8YHzck4,2,http://twitter.com/chloekipleTV910/statuses/1004416659489255425
2018-06-06,"((""road"" OR ""roads"" OR ""highway"" OR ""highways"" OR ""bridge"" OR ""bridges"" OR ""hydro"" OR ""pipeline"") AND (""safety"" OR ""infrastructure"" OR ""crumbling"" OR ""disrepair"" OR ""construction""))",2018-06-06T13:36:07-04:00,Who‚Äôs ever heard of road construction getting started late and finishing early? Ì†ΩÌ∫ßÌ†æÌ¥î I‚Äôm talking to TC residents and‚Ä¶ https://t.co/9zk8YHzck4,2,http://twitter.com/chloekipleTV910/statuses/1004416659489255425
2018-06-06,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder""))",2018-06-06T13:47:58-04:00,"Fr. Frank Pavone of Priests for Life said Biden &amp; Pelosi should certainly not receive Communion, either at the papa‚Ä¶ https://t.co/h8Zut8S1Su",3,http://twitter.com/Jaye_inUSA/statuses/1004419642432086016
2018-06-06,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder""))",2018-06-06T13:47:58-04:00,"Fr. Frank Pavone of Priests for Life said Biden &amp; Pelosi should certainly not receive Communion, either at the papa‚Ä¶ https://t.co/h8Zut8S1Su",3,http://twitter.com/Jaye_inUSA/statuses/1004419642432086016
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T13:51:34-04:00,"Everyone read this beautiful story about women, abortion, families &amp; how New York State perpetuates inequality via‚Ä¶ https://t.co/0r4x9v6ugv",3,http://twitter.com/rtraister/statuses/1004420547843936257
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T13:51:34-04:00,"Everyone read this beautiful story about women, abortion, families &amp; how New York State perpetuates inequality via‚Ä¶ https://t.co/0r4x9v6ugv",3,http://twitter.com/rtraister/statuses/1004420547843936257
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T13:57:25-04:00,".@BetsyDeVosED as you are secretary of education I respect your decision. However, as a citizen and survivor of a s‚Ä¶ https://t.co/UaH7ouoTmu",40,http://twitter.com/davidhogg111/statuses/1004422019658625024
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T13:57:25-04:00,".@BetsyDeVosED as you are secretary of education I respect your decision. However, as a citizen and survivor of a s‚Ä¶ https://t.co/UaH7ouoTmu",40,http://twitter.com/davidhogg111/statuses/1004422019658625024
2018-06-06,"(""republicans"" OR ""republican"")",2018-06-06T14:01:13-04:00,It‚Äôs good to know that both Paul Ryan and Trey Gowdy are endorsing the use of spies in opposition political campaig‚Ä¶ https://t.co/fGe0i4j1Eq,50,http://twitter.com/dbongino/statuses/1004422978078167040
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T14:23:24-04:00,"If the winning bid goes over $1000 I will paint a personal portrait for the high bidder

RETWEET

Help‚Ä¶ https://t.co/2jDCyBO4ez",8,http://twitter.com/JonLionFineArt/statuses/1004428557328756736
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T14:23:24-04:00,"If the winning bid goes over $1000 I will paint a personal portrait for the high bidder

RETWEET

Help‚Ä¶ https://t.co/2jDCyBO4ez",8,http://twitter.com/JonLionFineArt/statuses/1004428557328756736
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T14:23:24-04:00,"If the winning bid goes over $1000 I will paint a personal portrait for the high bidder

RETWEET

Help‚Ä¶ https://t.co/2jDCyBO4ez",8,http://twitter.com/JonLionFineArt/statuses/1004428557328756736
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T14:23:24-04:00,"If the winning bid goes over $1000 I will paint a personal portrait for the high bidder

RETWEET

Help‚Ä¶ https://t.co/2jDCyBO4ez",8,http://twitter.com/JonLionFineArt/statuses/1004428557328756736
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T14:54:48-04:00,I can be happy for Alice Johnson and still recognize that Trump is using her pardon as a political tool to shield a‚Ä¶ https://t.co/G6kAwVZxXp,44,http://twitter.com/raesanni/statuses/1004436460127191040
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T14:54:48-04:00,I can be happy for Alice Johnson and still recognize that Trump is using her pardon as a political tool to shield a‚Ä¶ https://t.co/G6kAwVZxXp,44,http://twitter.com/raesanni/statuses/1004436460127191040
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T15:16:41-04:00,You‚Äôre literally harassing a mass shooting victim. What the fuck is wrong with you Kaitlin? https://t.co/knWtwLIbnF,198,http://twitter.com/adryzzle/statuses/1004441966711537666
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T15:16:41-04:00,You‚Äôre literally harassing a mass shooting victim. What the fuck is wrong with you Kaitlin? https://t.co/knWtwLIbnF,198,http://twitter.com/adryzzle/statuses/1004441966711537666
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T15:39:11-04:00,Why the fuck is Trump speaking about the economy at a FEMA briefing? PUERTO RICO DOESN'T CARE ABOUT YOUR UNEMPLOYMENT NUMBERS.,14,http://twitter.com/Alt_FedEmployee/statuses/1004447630854848513
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T15:39:11-04:00,Why the fuck is Trump speaking about the economy at a FEMA briefing? PUERTO RICO DOESN'T CARE ABOUT YOUR UNEMPLOYMENT NUMBERS.,14,http://twitter.com/Alt_FedEmployee/statuses/1004447630854848513
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T15:59:06-04:00,BREAKING: Black people are allowed to be both rich and opposed to racism. https://t.co/qdbFj7zlRg,72,http://twitter.com/shannonrwatts/statuses/1004452641680838663
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T15:59:06-04:00,BREAKING: Black people are allowed to be both rich and opposed to racism. https://t.co/qdbFj7zlRg,72,http://twitter.com/shannonrwatts/statuses/1004452641680838663
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T16:05:56-04:00,"Slogans don't become more persuasive when you cut and paste them multiple times 
Slogans don't become more persuasi‚Ä¶ https://t.co/ks4WHHHIOv",30,http://twitter.com/benshapiro/statuses/1004454360737243136
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T16:05:56-04:00,"Slogans don't become more persuasive when you cut and paste them multiple times 
Slogans don't become more persuasi‚Ä¶ https://t.co/ks4WHHHIOv",30,http://twitter.com/benshapiro/statuses/1004454360737243136
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T16:14:48-04:00,The @NRA continuously pushes the idea that ‚Äúlaw-abiding citizens‚Äù should never have to endure any inconveniences wh‚Ä¶ https://t.co/x98dsT2oBL,23,http://twitter.com/JaclynCorin/statuses/1004456593910566912
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T16:14:48-04:00,The @NRA continuously pushes the idea that ‚Äúlaw-abiding citizens‚Äù should never have to endure any inconveniences wh‚Ä¶ https://t.co/x98dsT2oBL,23,http://twitter.com/JaclynCorin/statuses/1004456593910566912
2018-06-06,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization""))",2018-06-06T16:17:32-04:00,Get out and vote!!! https://t.co/4HCljujSIh,4,http://twitter.com/kylekirkland_/statuses/1004457282502000640
2018-06-06,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization""))",2018-06-06T16:17:32-04:00,Get out and vote!!! https://t.co/4HCljujSIh,4,http://twitter.com/kylekirkland_/statuses/1004457282502000640
2018-06-06,"(""democrats"" OR ""democrat"")",2018-06-06T17:01:53-04:00,"If you live your life as a criminal, you‚Äôre going to be under constant investigation and subject to continual lawsu‚Ä¶ https://t.co/7FhSB3h4yI",43,http://twitter.com/robreiner/statuses/1004468440982347776
2018-06-06,"(""republicans"" OR ""republican"")",2018-06-06T17:27:46-04:00,"As of today, 4 out of the 5 Republicans who've seen the classified intelligence re. the FBI's confidential informan‚Ä¶ https://t.co/q3d8RoVtVP",43,http://twitter.com/RVAwonk/statuses/1004474954627403776
2018-06-06,"""trump""",2018-06-06T17:29:56-04:00,"I am laughing so goddamn hard at this video of Trump inexplicably putting his water bottle on the floor, and Pence‚Ä¶ https://t.co/UAnmhwWGmT",27,http://twitter.com/jules_su/statuses/1004475500721401856
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T17:42:21-04:00,"@realDonaldTrump @fema Donald Trump is trying to distract us from:

4,645 dead Americans in Puerto Rico.

1,500 mis‚Ä¶ https://t.co/rvHgVJCnMF",14,http://twitter.com/RVAStreetMedia/statuses/1004478625238876160
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T17:42:21-04:00,"@realDonaldTrump @fema Donald Trump is trying to distract us from:

4,645 dead Americans in Puerto Rico.

1,500 mis‚Ä¶ https://t.co/rvHgVJCnMF",14,http://twitter.com/RVAStreetMedia/statuses/1004478625238876160
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T17:42:21-04:00,"@realDonaldTrump @fema Donald Trump is trying to distract us from:

4,645 dead Americans in Puerto Rico.

1,500 mis‚Ä¶ https://t.co/rvHgVJCnMF",14,http://twitter.com/RVAStreetMedia/statuses/1004478625238876160
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T17:42:21-04:00,"@realDonaldTrump @fema Donald Trump is trying to distract us from:

4,645 dead Americans in Puerto Rico.

1,500 mis‚Ä¶ https://t.co/rvHgVJCnMF",14,http://twitter.com/RVAStreetMedia/statuses/1004478625238876160
2018-06-06,"""bill schuette""",2018-06-06T17:54:43-04:00,"NEW: Senate, House GOP leaders ask Schuette for legal opinion on Civil Rights Commission decision expanding LGBT an‚Ä¶ https://t.co/tUSvUaBMeV",3,http://twitter.com/jonathanoosting/statuses/1004481738884644864
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T17:58:18-04:00,'Racist' Donald Trump just set Alice Johnson free from prison.  Black unemployment is at an all time low.  He has g‚Ä¶ https://t.co/YiQWbR2Jdy,59,http://twitter.com/MarkDice/statuses/1004482640399831040
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T17:58:18-04:00,'Racist' Donald Trump just set Alice Johnson free from prison.  Black unemployment is at an all time low.  He has g‚Ä¶ https://t.co/YiQWbR2Jdy,59,http://twitter.com/MarkDice/statuses/1004482640399831040
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T18:04:35-04:00,"-Trump loves Kanye
-Trump pardoned Jack Johnson
-Trump pardoned Alice Johnson
-Trump lowered black unemployment rat‚Ä¶ https://t.co/9Gu52ZCgdU",12,http://twitter.com/CollinRugg/statuses/1004484220176162817
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T18:04:35-04:00,"-Trump loves Kanye
-Trump pardoned Jack Johnson
-Trump pardoned Alice Johnson
-Trump lowered black unemployment rat‚Ä¶ https://t.co/9Gu52ZCgdU",12,http://twitter.com/CollinRugg/statuses/1004484220176162817
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T18:53:45-04:00,The Environmental Protection Agency is an agency that protects the environment. We live in the environment. If it‚Äôs‚Ä¶ https://t.co/mdPTuMdKKD,7,http://twitter.com/TitusNation/statuses/1004496593737867268
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T18:53:45-04:00,The Environmental Protection Agency is an agency that protects the environment. We live in the environment. If it‚Äôs‚Ä¶ https://t.co/mdPTuMdKKD,7,http://twitter.com/TitusNation/statuses/1004496593737867268
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T19:03:04-04:00,Use Screencast GIFs to demo steps for s's and t's https://t.co/j3GJTIgWbL #edtech #edchat #k12 #gttribe,3,http://twitter.com/ShakeUpLearning/statuses/1004498940581040130
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T19:03:04-04:00,Use Screencast GIFs to demo steps for s's and t's https://t.co/j3GJTIgWbL #edtech #edchat #k12 #gttribe,3,http://twitter.com/ShakeUpLearning/statuses/1004498940581040130
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T19:04:37-04:00,The fact that Senator Merkley was denied entry to a federal immigration facility while trying to check the welfare‚Ä¶ https://t.co/32tsCR9MSU,40,http://twitter.com/KamalaHarris/statuses/1004499328705036288
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T19:04:37-04:00,The fact that Senator Merkley was denied entry to a federal immigration facility while trying to check the welfare‚Ä¶ https://t.co/32tsCR9MSU,40,http://twitter.com/KamalaHarris/statuses/1004499328705036288
2018-06-06,"""bill schuette""",2018-06-06T19:11:18-04:00,GOP leaders want AG Bill Schuette to reverse LGBT protections ruling https://t.co/As48xrFnEF,3,http://twitter.com/freep/statuses/1004501012432936960
2018-06-06,"""bill schuette""",2018-06-06T19:14:55-04:00,"Happy Pride, Michigan! Ì†ºÌø≥Ô∏è‚ÄçÌ†ºÌºà
Oh btw your representatives have been emboldened to turn back the clock. Keep an eye on‚Ä¶ https://t.co/o18cYk4vA4",3,http://twitter.com/loudspike/statuses/1004501922957660161
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T19:25:05-04:00,"BREAKING: Federal judge allows @ACLU lawsuit challenging family separation at the border to move forward, says alle‚Ä¶ https://t.co/zhecFmMy7q",47,http://twitter.com/cristianafarias/statuses/1004504478194774016
2018-06-06,"(""equality"" OR ""racism"" OR ((""human"" OR ""civil"") AND ""rights"") OR ""islamophobia"" OR ""immigration"")",2018-06-06T19:25:05-04:00,"BREAKING: Federal judge allows @ACLU lawsuit challenging family separation at the border to move forward, says alle‚Ä¶ https://t.co/zhecFmMy7q",47,http://twitter.com/cristianafarias/statuses/1004504478194774016
